ts	imei	mwra	p.android.packageinstaller	p.system	p.android.externalstorage	p.android.documentsui	p.android.gm	p.android.settings	p.android.chrome	p.olauncher	p.inputmethod.latin	p.android.gms	p.android.defcontainer	p.android.vending	p.dogalize	p.simulator	p.google	p.process.gapps	p.katana	p.gms.persistent	p.notifier	p.browser.provider
2018-05-06 07:37:00	8630330696303481420	0.00000	8.36899	12.99462	15.51452	6.19153	7.91048	12.19889	8.90486	0.22717	48.62193	77.48688	33.37425	76.46320	17.89779	37.44752	31.88221	93.61680	67.32802	38.51365	79.52260	79.56512
2018-05-06 07:38:00	3590433799317661255	0.00000	10.55306	7.25287	10.80991	16.88676	6.52092	12.23425	6.70262	0.16560	29.31816	49.77290	86.27306	30.95976	63.70956	39.41102	31.26680	12.81441	93.93768	49.31539	93.15788	67.82620
2018-05-06 07:39:00	359043379931766098	1.00000	7.47066	8.78835	8.50395	11.32768	17.19649	10.66051	12.06001	0.10920	44.90007	54.06922	51.71980	54.75050	47.30142	53.16150	59.76731	96.90517	88.98488	50.33800	64.13621	49.63834
2018-05-06 07:40:00	359043379931766866	0.00000	6.78269	6.66244	13.45550	9.58353	10.38393	14.51656	10.73192	0.02069	26.98376	50.76377	35.12072	51.50404	97.54567	11.57112	87.10675	98.65805	79.55478	94.12932	55.17387	48.44885
2018-05-06 07:41:00	8630330696303481206	1.00000	16.03355	12.43742	11.36510	1.86546	10.15859	8.59449	8.66208	0.14350	53.00914	30.15656	61.00581	90.01000	89.75796	21.42400	48.64696	96.32810	25.19667	44.48210	44.51660	16.36580
2018-05-06 07:42:00	3590433799317661776	0.00000	10.51459	12.79331	13.18408	8.87454	11.81468	13.72822	9.02144	0.82903	58.45616	77.81844	62.66002	7.84892	70.02043	91.97663	78.57835	25.92778	77.42206	76.45453	42.41599	17.20209
2018-05-06 07:43:00	3590433799317661735	0.00000	10.24562	10.23641	13.51805	12.10501	10.02898	12.16136	10.80841	0.40718	48.06800	27.68538	49.94362	71.76330	45.84440	91.43857	57.48542	14.45610	95.85886	62.69520	3.33421	43.20583
2018-05-06 07:44:00	8630330696303482311	1.00000	13.00154	8.43941	7.75540	11.38131	12.09071	9.46424	6.46792	0.03365	46.29560	35.00665	22.55701	32.49122	57.61876	50.38622	31.15884	43.03393	90.84303	15.76580	89.80477	66.26693
2018-05-06 07:45:00	359043379931766759	1.00000	10.48465	7.65613	9.15264	10.36713	10.66165	9.87626	13.46946	1.18504	47.85538	56.12899	32.59477	43.31271	43.02311	80.08237	60.31393	38.34722	74.05851	24.80067	46.23659	75.24205
2018-05-06 07:46:00	863033069630348362	0.00000	10.33264	9.22692	15.70658	9.35079	10.66319	7.90627	13.69413	0.06541	60.90726	60.86921	30.03596	47.78968	60.15439	39.26143	49.21231	90.85767	7.07153	32.43883	38.18402	48.30007
2018-05-06 07:47:00	8630330696303481750	0.00000	7.44573	11.90159	17.06307	8.41222	6.60695	14.69463	9.53306	0.02264	49.18323	68.41030	3.28761	98.55667	46.16847	10.54243	28.74302	65.22518	74.36964	8.86116	13.44530	29.36848
2018-05-06 07:48:00	359043379931766718	1.00000	9.12307	7.77858	8.52793	15.10089	12.59372	8.33623	14.29929	0.02355	61.73079	49.05630	70.57470	27.72272	25.25388	49.22415	1.33699	31.02960	97.24699	55.47487	78.91650	38.83221
2018-05-06 07:49:00	359043379931766569	0.00000	8.40787	8.97789	11.50777	13.97221	8.22988	11.61516	7.70299	0.28182	55.78774	52.39194	6.85309	96.99896	43.96523	62.42838	52.33869	11.45262	66.78537	11.23009	16.18939	52.31460
2018-05-06 07:50:00	3590433799317661461	0.00000	7.73826	8.83589	12.61299	14.53515	6.63581	13.33066	10.21304	0.00287	50.21023	47.41138	74.48229	83.54835	25.10610	57.45763	12.96883	93.63443	88.65215	71.56944	86.79265	84.43391
2018-05-06 07:51:00	359043379931766544	1.00000	10.32067	8.23717	10.83085	8.83635	10.46909	7.61741	10.40339	0.09763	40.30499	59.21537	26.86272	11.18134	40.76381	82.12508	0.79777	18.04078	41.33291	81.08330	87.08574	90.13857
2018-05-06 07:52:00	359043379931766981	0.00000	5.86238	9.38896	13.40513	9.44632	10.56313	13.32420	13.04837	0.01715	56.96360	76.38478	78.36383	63.19830	81.71951	88.15532	9.09635	3.22883	42.66438	38.59638	96.59916	83.26355
2018-05-06 07:53:00	3590433799317662444	1.00000	13.69276	9.54332	10.45221	9.13559	14.55229	8.64898	6.16585	0.11188	47.32162	58.14643	0.41666	95.21262	65.27006	35.25537	42.53801	48.67583	69.77126	60.95497	27.30792	39.27581
2018-05-06 07:54:00	8630330696303481354	0.00000	6.60365	9.27773	12.19878	12.51419	12.14036	12.19309	10.22671	1.15904	59.10312	44.74348	78.51840	5.68960	87.50932	83.09847	76.30608	95.95443	82.62032	21.63193	24.22692	80.92862
2018-05-06 07:55:00	359043379931766288	0.00000	14.54101	9.37194	10.25043	6.36743	12.38683	7.13702	9.73030	0.04717	42.28719	63.12838	94.42585	78.94101	95.44863	50.08238	43.19162	89.94557	18.17966	48.51653	55.48273	90.43613
2018-05-06 07:56:00	359043379931766742	1.00000	8.35067	10.65570	11.80667	10.53988	13.27138	8.09159	9.54688	0.66732	52.17745	74.44797	13.40434	7.51382	24.82325	45.29923	61.73968	55.15227	1.03143	16.47079	32.00099	62.88929
2018-05-06 07:57:00	3590433799317661297	1.00000	9.47292	10.25738	7.71903	12.95760	14.09949	12.47254	9.23123	0.35280	50.44493	35.37481	10.73935	4.22916	39.77718	15.73660	25.68422	55.19252	99.87520	48.87234	15.16275	79.78736
2018-05-06 07:58:00	863033069630348909	0.00000	7.14834	5.67748	12.72424	10.61891	9.61476	14.42616	7.48007	0.05129	43.32765	67.31026	30.12199	94.38444	55.91613	9.05777	81.87993	40.68404	78.32618	79.18789	85.29089	95.37175
2018-05-06 07:59:00	863033069630348297	1.00000	15.21373	11.28981	7.95945	10.78856	12.32926	11.91596	8.08521	0.00089	43.70956	74.87341	73.96299	76.50891	97.13734	5.94497	12.78841	59.93541	96.00877	49.00765	90.68440	84.81942
2018-05-06 08:00:00	3590433799317662253	0.00000	12.59274	11.07312	11.20996	8.79609	9.27229	14.18037	6.87452	0.73929	54.52000	53.18741	20.56530	91.01098	67.21303	44.95095	64.28320	62.98421	54.97452	59.67798	7.80727	80.23531
2018-05-06 08:01:00	8630330696303482436	0.00000	7.37645	14.52601	13.73734	7.49252	12.07161	14.52449	10.69367	0.01175	55.77181	59.58860	42.81147	43.09033	43.45389	50.01991	78.55383	41.04480	21.55295	28.17331	80.55092	76.43544
2018-05-06 08:02:00	8630330696303482329	1.00000	12.42054	9.24272	9.04744	12.10540	17.98551	6.66003	11.01944	0.02481	27.50862	46.43953	29.04150	52.73576	12.28402	2.93561	9.28721	12.70031	40.33612	51.67647	45.57271	51.01525
2018-05-06 08:03:00	863033069630348222	1.00000	11.65260	13.49093	11.70225	9.70249	13.52990	12.40541	9.95443	0.86086	41.16616	60.03995	59.51282	78.44366	62.56576	35.33721	14.91992	7.19551	73.54183	58.10504	35.83524	84.92894
2018-05-06 08:04:00	3590433799317662436	1.00000	10.17564	7.78996	9.06329	9.15424	12.61371	7.30892	9.46161	0.01874	54.48486	54.06238	94.74656	88.05940	58.61157	64.60835	87.94003	8.19124	33.35347	5.82993	90.68092	49.89437
2018-05-06 08:05:00	8630330696303481479	1.00000	13.40183	8.70372	9.97765	11.47595	14.30711	9.15943	11.60271	0.06380	50.42331	51.49646	47.75328	28.88484	24.91687	54.58430	29.36328	35.18070	64.79756	92.20987	58.15268	66.02838
2018-05-06 08:06:00	8630330696303481602	0.00000	11.69212	10.64418	12.60125	14.44815	11.51769	10.85247	9.18087	0.12544	34.76817	38.30065	28.52949	2.61310	77.20063	4.18614	2.49417	73.26499	15.08210	20.08382	90.73712	35.02273
2018-05-06 08:07:00	3590433799317662014	1.00000	12.74445	9.30305	9.07685	10.62485	9.85447	10.57358	9.41995	0.00908	50.45110	61.69491	43.70759	77.71052	70.48870	17.08695	12.40611	39.07913	59.55035	95.49619	22.80349	73.58565
2018-05-06 08:08:00	863033069630348487	1.00000	10.69780	9.78337	8.78622	7.83283	13.29557	6.62176	8.65967	0.02433	47.34007	54.64937	5.35955	20.13792	60.47151	52.60543	90.35325	12.11595	23.50624	16.32038	55.67055	90.41125
2018-05-06 08:09:00	359043379931766924	1.00000	7.95387	10.22817	11.39991	12.29150	12.65423	8.34125	4.39876	0.12775	43.41010	48.02440	50.20806	59.14414	60.69971	45.00220	76.40283	44.48918	73.32537	88.62865	90.23628	45.84514
2018-05-06 08:10:00	3590433799317662352	1.00000	8.52009	10.00573	13.38555	10.11369	10.61245	7.82857	10.40050	0.48144	57.13902	66.16022	29.23800	23.18986	95.86580	18.64094	30.05705	92.14458	81.54301	81.40300	80.60842	73.18389
2018-05-06 08:11:00	3590433799317662097	1.00000	13.52833	8.45086	9.88036	14.17015	14.32411	6.19824	13.07129	1.57486	66.45052	51.45864	75.07760	33.71401	7.35581	71.78903	55.37349	52.06228	34.31280	33.75084	1.53213	25.09541
2018-05-06 08:12:00	863033069630348909	0.00000	8.08717	7.01305	8.80983	10.14807	14.80718	12.95476	12.52839	0.29109	46.08525	49.16821	37.49229	57.96463	35.03183	31.20721	87.47858	91.98254	23.08192	88.66627	69.77941	97.29853
2018-05-06 08:13:00	3590433799317662162	0.00000	9.38280	11.37801	11.89802	10.48074	9.64904	10.87653	8.85948	1.39617	76.97746	46.53288	17.53892	68.79971	21.00136	97.87589	21.54569	50.59153	40.96633	48.64235	11.39701	95.52281
2018-05-06 08:14:00	8630330696303481008	0.00000	8.51272	7.52892	13.45708	9.47373	8.61551	12.53714	5.78290	0.05134	49.47726	62.01847	73.54109	73.04782	65.52158	49.12256	76.62733	20.60787	85.75700	20.38198	38.46025	88.76600
2018-05-06 08:15:00	863033069630348966	1.00000	11.69971	8.96224	10.27316	6.20931	13.52986	7.22597	10.11903	0.53500	30.79558	59.48328	18.00202	96.96646	70.61890	63.36788	20.44093	27.16412	52.01205	15.66309	52.74503	93.00437
2018-05-06 08:16:00	863033069630348024	0.00000	8.46029	13.02237	14.87241	6.61464	9.01790	12.84559	9.37139	0.01976	27.75123	62.01727	54.65867	51.92761	14.06384	70.78512	98.79843	84.38034	75.50689	31.91149	98.96796	29.17246
2018-05-06 08:17:00	359043379931766866	1.00000	14.95354	10.46702	11.64485	12.26244	11.55467	7.42852	10.99390	0.20828	55.34022	75.40829	12.32074	17.84555	57.72203	20.81171	95.18120	22.32814	69.34291	20.70049	16.88689	24.19082
2018-05-06 08:18:00	8630330696303481602	0.00000	13.06378	12.95723	13.47220	10.65480	9.82226	9.86199	10.88731	0.09942	31.63254	35.00044	16.45336	98.87625	31.53198	1.81374	8.03786	70.32971	1.87733	96.61136	38.46663	13.91542
2018-05-06 08:19:00	8630330696303482196	0.00000	12.16249	13.94652	13.98353	9.52418	10.33338	10.29742	13.79084	0.01158	56.21010	51.49902	99.88768	96.45327	86.00945	36.78813	1.10350	94.69012	47.25291	87.73920	54.38871	92.83125
2018-05-06 08:20:00	359043379931766866	1.00000	12.89873	10.34924	9.07955	8.92293	14.16317	8.95809	8.34374	0.03341	61.71789	27.07774	59.05561	56.11478	31.37200	71.86252	71.21734	17.16522	40.35985	55.82693	73.98518	64.34988
2018-05-06 08:21:00	3590433799317661958	0.00000	6.66672	14.79399	14.09761	7.42534	11.60170	13.88375	10.23437	0.01820	72.55248	66.32245	57.57604	9.93472	26.44670	55.65686	64.55867	53.46737	81.89109	29.78874	15.75772	20.23978
2018-05-06 08:22:00	359043379931766833	0.00000	7.77397	7.06387	10.94199	11.41566	6.41550	11.08042	4.75686	0.67122	79.93030	61.53427	74.60371	73.53060	94.27169	99.46181	1.22171	98.02586	38.23576	81.08608	79.35617	46.34450
2018-05-06 08:23:00	359043379931766874	1.00000	6.30469	9.99254	14.91658	8.97573	11.72044	13.37126	11.87367	0.19503	37.24510	66.52867	57.88115	94.81325	29.90428	89.64991	81.44830	73.41646	14.12732	91.16294	19.22989	77.65981
2018-05-06 08:24:00	863033069630348982	0.00000	8.14316	10.75673	11.46012	9.25961	5.95575	10.86945	5.76093	1.32710	71.83698	58.34219	95.43649	98.20205	93.23486	46.13919	20.80124	72.57240	61.09048	72.05517	61.06846	27.36666
2018-05-06 08:25:00	3590433799317661966	1.00000	11.86536	7.56547	9.69855	9.00063	14.13335	8.40899	10.04940	0.13786	60.15831	31.72724	67.48554	94.87158	92.37541	92.33287	48.05949	0.90115	84.12670	41.61533	87.08664	25.80074
2018-05-06 08:26:00	3590433799317661404	1.00000	9.07531	10.50015	9.87001	12.03737	13.06899	11.50485	8.73870	2.38310	35.26382	49.34884	69.64758	75.83611	48.79685	13.59853	73.79043	17.83501	90.70894	93.70862	16.97901	74.25661
2018-05-06 08:27:00	863033069630348776	1.00000	13.48637	7.81234	8.31378	9.28143	13.33286	8.20363	10.35649	0.02730	41.17647	59.24777	19.45528	86.53963	91.84921	72.65596	68.22117	52.29129	71.15710	17.46425	35.13768	1.40045
2018-05-06 08:28:00	863033069630348586	1.00000	9.97036	7.68098	8.93748	12.51088	13.76143	8.43594	9.82712	0.01337	55.68738	57.57820	23.20653	34.77315	81.48973	21.21482	73.58223	21.77766	54.97012	69.83738	10.85486	66.20507
2018-05-06 08:29:00	8630330696303481271	0.00000	12.84662	11.64556	15.07341	9.17201	7.01911	16.44935	8.48155	0.00071	17.75210	44.82114	74.72875	92.17438	3.83983	77.77247	25.30875	39.71567	50.17625	58.22928	77.72319	97.60268
2018-05-06 08:30:00	3590433799317661255	1.00000	14.41686	4.93825	8.62514	11.38023	12.42359	9.08276	11.31669	0.02467	70.62135	58.08820	77.65932	51.41457	30.14643	73.77918	3.03232	42.82297	36.09893	77.79756	81.66201	99.75801
2018-05-06 08:31:00	863033069630348859	0.00000	10.17484	8.53910	13.49382	12.73726	8.77783	13.12649	9.63054	0.02303	41.38407	32.59075	26.76322	42.27394	9.10620	95.63927	84.43238	3.23046	76.06387	63.02104	35.86119	79.10506
2018-05-06 08:32:00	3590433799317662402	0.00000	5.90251	11.94651	11.71598	10.07365	10.46054	12.92774	10.30068	0.13224	55.45754	53.86528	12.92149	67.60968	37.61247	57.61517	64.25036	17.72099	76.41766	11.00302	51.71589	59.68326
2018-05-06 08:33:00	3590433799317661149	0.00000	12.02122	10.16263	13.61711	14.74264	6.50122	12.00404	9.27352	0.08400	50.16614	63.66102	81.21066	44.24769	75.28212	7.07455	37.78772	33.92502	96.39132	45.07630	29.49527	80.74352
2018-05-06 08:34:00	8630330696303481131	1.00000	12.73583	10.72443	8.63313	9.91323	15.44925	9.20277	6.41588	0.05211	41.93167	37.46759	39.22836	48.17317	17.81455	3.07471	42.23421	59.10632	47.27273	83.27861	84.77653	93.98103
2018-05-06 08:35:00	863033069630348982	1.00000	10.33313	11.91782	9.82331	7.26627	12.04377	10.26297	7.90954	0.44432	52.05559	42.05248	25.77736	56.82028	38.22350	35.64385	28.29568	98.37263	17.03294	80.15439	49.27184	68.40716
2018-05-06 08:36:00	3590433799317662196	0.00000	15.20804	11.95449	7.86875	4.90879	13.08885	11.31293	10.27505	0.37241	32.78669	70.17041	2.54649	78.85573	70.60256	69.91644	86.45140	71.91029	4.37512	19.16707	92.90448	80.32449
2018-05-06 08:37:00	3590433799317661776	1.00000	10.26068	10.37529	9.87189	13.32929	11.90704	5.28706	11.01008	3.83886	46.39680	59.96824	50.23683	72.57198	11.77090	40.88219	5.33109	32.66120	33.57674	30.73848	79.98339	86.73567
2018-05-06 08:38:00	359043379931766940	0.00000	5.28996	13.88829	13.15121	9.22993	13.16977	12.12540	12.54325	0.07229	49.02292	37.39598	97.62388	24.25549	52.48757	8.33911	73.87202	65.30253	20.98853	4.38859	61.84488	3.15513
2018-05-06 08:39:00	8630330696303482162	0.00000	9.60925	6.28409	11.35454	11.06908	6.87647	15.26829	7.80212	0.00157	58.47714	58.15643	17.53641	37.43728	66.18878	33.18395	76.17795	63.73695	15.02374	86.96552	34.18034	11.68979
2018-05-06 08:40:00	3590433799317661784	0.00000	11.24217	13.14086	14.50301	10.41988	11.62810	12.59809	9.67097	0.01306	52.31744	53.59989	29.66793	92.54206	77.39993	90.19087	48.59429	47.94917	14.26032	40.89492	0.71013	42.29058
2018-05-06 08:41:00	863033069630348396	1.00000	11.46139	9.25242	11.05181	10.51616	12.32356	11.04180	15.32361	0.01328	49.00054	48.80358	72.83833	49.05857	87.04485	22.72196	62.23015	90.60771	66.06277	2.08551	23.40203	62.43250
2018-05-06 08:42:00	3590433799317661693	0.00000	8.70326	10.54239	14.33912	10.79192	8.79606	13.60698	9.93174	0.00668	51.45721	64.95954	40.20019	58.89905	65.46114	94.61248	57.89311	60.56253	57.38946	87.03121	18.61826	34.41951
2018-05-06 08:43:00	3590433799317662105	0.00000	9.57817	7.58219	10.92196	11.80349	7.75416	11.99749	5.33300	0.03871	76.89874	37.83251	73.10027	64.45118	75.36717	15.01569	71.70046	11.18714	32.84665	3.64482	88.21095	36.64639
2018-05-06 08:44:00	8630330696303481180	1.00000	7.35863	7.72951	5.08522	12.89963	16.65983	11.50354	12.60224	0.06946	37.08220	67.96352	95.26039	32.99907	75.14157	41.38571	1.25693	2.60491	62.07921	31.76156	54.13568	5.33754
2018-05-06 08:45:00	3590433799317662477	1.00000	13.20368	10.60582	7.76465	9.04031	13.71481	9.93088	7.57162	0.05968	54.93982	68.79412	49.28919	30.20837	90.11428	3.58938	41.10934	69.64706	55.09325	46.91126	58.65403	77.64860
2018-05-06 08:46:00	359043379931766213	1.00000	9.78754	10.98314	10.58566	7.71945	12.60802	9.35245	7.93229	0.17732	51.00003	40.71044	93.90946	15.07184	90.10604	35.99245	52.35692	43.08436	47.32849	48.05306	60.32326	27.81109
2018-05-06 08:47:00	8630330696303481602	1.00000	10.44546	10.17101	10.52501	12.01630	12.02082	10.20886	12.08135	0.17761	53.73547	40.58617	97.90310	37.10804	31.70461	62.00774	68.69085	45.00065	85.25242	93.19169	86.79371	65.22773
2018-05-06 08:48:00	359043379931766882	0.00000	10.12339	12.75370	12.13365	10.37022	9.88308	13.92690	10.51724	0.08527	56.88938	54.16134	78.61794	46.04355	55.96436	87.96445	88.89405	10.82522	42.17390	49.15699	6.22212	6.07124
2018-05-06 08:49:00	359043379931766924	1.00000	15.29793	9.69518	9.17344	11.37433	14.41063	12.27515	8.67678	0.01540	50.61573	72.59076	69.42793	42.07742	53.07882	60.11892	53.07415	17.25190	2.76953	55.21664	0.87159	17.01957
2018-05-06 08:50:00	8630330696303481339	0.00000	9.68439	11.00899	11.59694	13.68623	11.01957	12.75856	9.26344	0.01867	46.83114	71.49373	73.70038	5.42155	41.77666	85.37923	6.50500	52.03745	34.48120	48.11122	80.43887	6.54264
2018-05-06 08:51:00	8630330696303481354	0.00000	7.15315	9.37698	13.64196	10.28918	10.00495	12.39285	9.46483	0.04267	55.72983	28.99079	67.84106	85.58074	66.88009	12.35783	31.19189	65.17462	48.46220	18.10811	23.69196	78.48794
2018-05-06 08:52:00	863033069630348743	0.00000	8.93402	7.92265	8.40467	12.60631	13.65492	10.18471	13.60780	0.00907	33.74912	50.11198	97.47941	85.40716	63.42392	98.46859	25.18066	76.19787	47.42119	35.15806	67.17826	92.18598
2018-05-06 08:53:00	359043379931766486	0.00000	9.54702	12.87684	14.75626	8.84976	10.54467	12.44741	11.04302	0.00981	37.11642	55.33792	2.77197	98.23118	35.69530	36.58908	70.00300	91.34140	62.31761	59.71991	60.79623	9.00608
2018-05-06 08:54:00	8630330696303481289	1.00000	11.99707	11.29435	8.02320	8.83778	11.03619	10.02975	6.57615	0.04731	75.51964	45.58537	19.23927	31.28382	75.22045	63.63147	68.49585	30.84309	50.15987	43.49437	88.11249	42.39171
2018-05-06 08:55:00	8630330696303481032	0.00000	8.59143	13.34217	14.27019	9.58709	10.85085	11.63375	9.82388	0.13187	40.47805	53.32890	32.62228	14.71345	23.03935	34.94887	23.01715	20.65369	41.40107	14.59277	87.15077	44.70114
2018-05-06 08:56:00	359043379931766395	1.00000	12.92522	7.48368	9.92437	6.96521	11.93342	7.75546	10.72578	0.83867	28.79199	41.00643	16.32351	3.66989	91.46306	30.84645	76.75278	4.71437	39.62577	97.14227	68.67610	82.98165
2018-05-06 08:57:00	863033069630348396	1.00000	7.10980	9.40367	9.98305	11.83083	15.35362	9.97142	13.22187	0.03544	62.02399	54.71418	53.26720	61.07663	12.61569	28.03800	33.57195	73.72431	79.02073	98.38622	15.43526	59.62011
2018-05-06 08:58:00	8630330696303481263	1.00000	16.20038	7.04424	8.64775	12.95945	13.35927	12.97967	10.21928	0.09884	57.59572	52.55613	93.76793	62.96687	76.43100	5.02533	56.89835	13.14892	22.47199	11.17628	40.79304	64.27532
2018-05-06 08:59:00	863033069630348933	0.00000	10.82620	13.46531	13.06077	6.87996	10.68082	15.64586	8.53748	0.10956	29.73796	69.46844	81.99876	71.86205	56.57162	0.18008	69.31900	56.94726	94.77502	65.63827	29.72757	49.02836
2018-05-06 09:00:00	8630330696303482022	1.00000	13.66886	6.71056	10.08342	13.50057	6.48017	9.13053	15.85135	0.07588	51.34514	52.22083	71.32906	65.84976	57.05305	17.55567	89.13751	97.36086	91.68100	9.80411	39.20572	75.67545
2018-05-06 09:01:00	359043379931766155	0.00000	10.09300	8.62447	14.39672	14.78615	6.89828	12.09851	9.06260	0.21023	67.63494	14.84645	64.29164	98.56018	97.16060	33.78711	24.97241	39.90972	15.93886	65.62194	5.10047	38.51940
2018-05-06 09:02:00	8630330696303481636	1.00000	9.47351	10.28873	9.97846	7.95924	8.95950	8.75621	8.71494	0.13572	43.30920	43.86749	82.90243	91.75047	49.92044	27.36436	82.43208	91.07037	10.64016	15.08674	95.51394	14.00114
2018-05-06 09:03:00	8630330696303481594	1.00000	9.96175	9.35799	8.03095	8.50600	13.43710	6.03671	9.31482	0.14490	56.34620	49.87471	23.08529	32.27355	38.74579	32.88600	70.43240	78.51595	61.79045	71.22365	59.52657	21.15701
2018-05-06 09:04:00	359043379931766445	1.00000	5.60378	7.70319	7.13742	14.66937	11.37488	9.32151	12.72365	0.20830	49.91881	34.31144	16.12547	4.37465	96.94804	62.42150	18.49800	65.95054	65.03366	14.90605	15.21255	14.40552
2018-05-06 09:05:00	8630330696303481156	0.00000	10.19163	9.37452	13.43013	12.42584	8.61567	12.73021	10.49669	0.00346	62.17072	53.44063	99.06729	18.37238	73.35968	88.61413	61.22877	81.24432	28.84066	84.32831	86.07429	40.01545
2018-05-06 09:06:00	359043379931766973	0.00000	9.52466	9.49527	14.42745	11.63087	6.31085	15.97627	9.35707	0.00692	70.50832	41.25308	15.26610	71.09829	18.22737	73.32578	24.17223	26.01692	8.16814	57.80602	48.95330	16.26742
2018-05-06 09:07:00	863033069630348289	0.00000	10.49621	9.13441	10.78249	11.44406	10.77771	11.05932	7.20584	0.00901	36.24760	40.77715	78.01899	66.83668	32.69286	43.91010	75.82762	35.86101	44.43822	52.28212	56.97495	7.98248
2018-05-06 09:08:00	3590433799317662196	1.00000	10.74587	9.98361	9.80133	9.60655	12.23787	8.34665	7.58370	0.04745	44.65655	62.43553	39.56915	88.38898	49.15738	9.56207	94.36811	88.60138	91.96520	22.75449	14.59812	32.23130
2018-05-06 09:09:00	8630330696303482089	1.00000	8.57043	7.84329	5.72563	15.97046	13.23955	5.85983	12.53724	0.10094	50.84103	44.89139	42.13765	57.46796	85.51731	58.84327	34.33129	87.91133	12.87156	18.07371	98.53791	79.85395
2018-05-06 09:10:00	359043379931766965	1.00000	13.43204	12.32846	7.66855	5.12385	12.20536	7.88151	7.01150	0.00959	52.95516	34.53078	30.15547	10.19376	39.51230	93.89141	28.50821	69.41028	77.55239	36.32007	78.73947	69.98636
2018-05-06 09:11:00	8630330696303481503	1.00000	7.09371	8.59888	9.48084	14.35807	15.34957	9.14543	9.77156	0.88314	60.33181	59.02864	1.36549	56.46561	25.48673	23.13442	47.35145	84.35283	88.41941	60.93718	22.86492	95.63451
2018-05-06 09:12:00	863033069630348321	1.00000	12.19750	8.30321	8.95739	13.27402	10.24668	10.65299	11.99551	0.07569	61.88306	62.50424	77.85892	49.35703	40.61418	54.73737	74.06484	22.02656	61.20512	41.66226	15.38516	54.16448
2018-05-06 09:13:00	8630330696303481214	1.00000	12.62686	12.00790	7.22460	15.12350	13.49872	3.20492	10.75066	0.14917	76.60087	50.21050	19.21456	7.97256	43.61086	46.70419	82.42229	22.26732	10.64659	47.21127	54.30505	82.14638
2018-05-06 09:14:00	8630330696303481263	0.00000	12.02975	10.63109	12.98916	12.99110	8.15943	12.05251	6.09092	1.25533	45.22927	24.21911	73.67898	23.78023	63.27472	42.42868	19.00824	90.29332	82.79550	31.71218	52.68868	70.74024
2018-05-06 09:15:00	863033069630348701	0.00000	5.78989	8.59224	14.01283	12.59673	10.18632	13.74326	9.32555	0.35790	67.58049	40.48032	67.14961	85.75136	2.09399	16.09781	91.14976	78.15218	89.89197	40.54356	16.16382	25.64409
2018-05-06 09:16:00	8630330696303481297	1.00000	12.95609	9.02252	9.50169	8.01519	9.32856	8.39002	9.07843	0.05996	53.86077	45.47284	54.18123	33.77572	15.38992	21.91193	82.93112	56.90560	96.34504	9.41110	36.99300	37.11417
2018-05-06 09:17:00	863033069630348206	1.00000	11.67328	7.71055	11.25932	12.91517	14.80861	6.13479	5.36855	0.03142	34.74918	63.01576	55.21920	74.68636	8.23611	2.88365	40.75293	23.64330	57.63723	14.40063	27.18921	87.39709
2018-05-06 09:18:00	8630330696303482246	1.00000	9.66127	12.02063	10.35781	10.23296	12.84589	10.90999	10.39891	0.02653	57.56377	59.31648	42.43317	12.01985	59.77375	91.64489	55.85856	85.62017	50.84906	33.51380	66.68193	55.28148
2018-05-06 09:19:00	863033069630348743	0.00000	8.34240	11.67077	13.30974	9.65753	8.68164	12.08478	10.87423	0.04864	47.13389	32.38563	30.79398	74.22249	47.79347	52.27054	46.50905	60.36488	8.71183	77.75756	71.55355	75.26172
2018-05-06 09:20:00	8630330696303481933	1.00000	7.10052	10.72696	10.37835	12.97262	11.50256	9.27828	15.30116	0.00370	61.82804	46.21195	72.19733	21.31624	33.38870	92.04040	93.59570	44.45229	88.72368	23.79152	5.70284	5.54510
2018-05-06 09:21:00	3590433799317662485	1.00000	8.60675	7.24521	8.26693	10.69958	17.29960	11.35349	13.47710	0.08551	69.89805	50.47261	80.60805	3.51196	92.90295	66.87602	8.99324	87.78408	94.54088	32.52232	46.07219	43.51046
2018-05-06 09:22:00	863033069630348479	1.00000	9.06522	10.35931	8.51979	12.07595	16.36841	11.47613	11.21035	0.13822	60.15826	29.95074	45.41627	12.63036	23.81159	12.76530	26.77552	66.98923	86.86236	90.22637	33.37838	43.52839
2018-05-06 09:23:00	3590433799317661875	0.00000	9.94949	15.83242	14.25529	5.71592	7.37166	10.76443	8.79010	2.42138	55.85212	68.41336	4.24212	80.02297	71.58334	15.67001	45.48403	0.61251	52.46444	71.29950	45.20615	26.26841
2018-05-06 09:24:00	3590433799317661248	0.00000	7.31943	4.17437	14.42993	10.55509	9.61721	12.99810	7.77851	0.14927	42.71539	59.74070	18.57619	18.84536	42.16676	64.19635	66.14963	33.32631	93.28088	31.11686	18.63855	26.98015
2018-05-06 09:25:00	3590433799317661628	1.00000	12.97383	8.37086	7.02584	11.56843	13.91644	11.40435	10.01100	0.02848	24.94299	54.98610	78.03328	8.71988	0.69082	53.17590	95.39615	32.84547	76.57896	6.32803	39.41109	0.65491
2018-05-06 09:26:00	3590433799317662337	1.00000	12.36996	11.40726	9.86235	6.45275	9.79557	10.32890	8.68183	0.36330	46.21810	50.70773	28.83331	61.37339	52.87060	56.11423	29.64403	8.26216	22.00479	42.61015	76.33521	0.87299
