latitude	longitude	store_name	code	location	imei
10.15031	-73.9614	El Copey	CO	America/Bogota	8630330696303481891
36.20389	127.08472	Nonsan	KR	Asia/Seoul	8630330696303482469
28.54944	-81.77285	Clermont	US	America/New_York	8630330696303482139
37.60876	-77.37331	Mechanicsville	US	America/New_York	8630330696303481289
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	8630330696303482246
37.16911	10.03478	El Alia	TN	Africa/Tunis	863033069630348586
47.92526	-97.03285	Grand Forks	US	America/Chicago	8630330696303481800
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	359043379931766080
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	3590433799317662386
42.35843	-71.05977	Boston	US	America/New_York	3590433799317662170
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	8630330696303481263
31.76212	-95.63079	Palestine	US	America/Chicago	359043379931766791
46.51872	86.00214	Hoxtolgay	CN	Asia/Urumqi	8630330696303482014
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	8630330696303481586
0.46005	34.11169	Busia	KE	Africa/Nairobi	359043379931766957
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	3590433799317661602
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	359043379931766197
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	8630330696303481073
41.6764	-91.58045	Coralville	US	America/Chicago	3590433799317662238
33.35283	-111.78903	Gilbert	US	America/Phoenix	863033069630348891
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	8630330696303481255
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	8630330696303482329
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	359043379931766684
41.85059	-87.882	Westchester	US	America/Chicago	359043379931766171
20.14298	-77.43532	Media Luna	CU	America/Havana	359043379931766353
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	8630330696303482451
41.9001	-71.08977	Taunton	US	America/New_York	863033069630348727
54.60528	18.34717	Reda	PL	Europe/Warsaw	359043379931766114
6.95194	121.96361	Recodo	PH	Asia/Manila	863033069630348396
27.85	112.9	Xiangtan	CN	Asia/Shanghai	8630330696303482428
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	8630330696303481032
36.92574	14.72443	Ragusa	IT	Europe/Rome	3590433799317661040
33.03699	-117.29198	Encinitas	US	America/Los_Angeles	863033069630348271
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	863033069630348578
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	3590433799317661362
-7.60361	37.00438	Kidodi	TZ	Africa/Dar_es_Salaam	3590433799317661388
51.40148	-1.32471	Newbury	GB	Europe/London	3590433799317662147
38.58894	-89.99038	Fairview Heights	US	America/Chicago	359043379931766288
53.0233	-1.48119	Belper	GB	Europe/London	8630330696303481214
53.53333	-7.35	An Muileann gCearr	IE	Europe/Dublin	8630330696303481016
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	8630330696303482386
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	3590433799317661438
36.6009	126.665	Hongseong	KR	Asia/Seoul	359043379931766692
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	863033069630348420
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	8630330696303481511
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	359043379931766478
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	3590433799317661727
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	863033069630348628
-4.24444	-42.29444	Barras	BR	America/Fortaleza	8630330696303482378
52.86147	9.5926	Walsrode	DE	Europe/Berlin	8630330696303482139
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	3590433799317662139
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	8630330696303481008
-37.9	145.18333	Wheelers Hill	AU	Australia/Melbourne	863033069630348917
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	863033069630348453
-8.43333	114.33333	Muncar	ID	Asia/Jakarta	8630330696303481172
39.12074	27.18052	Bergama	TR	Europe/Istanbul	359043379931766155
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris	863033069630348982
53.46506	-1.47217	Chapletown	GB	Europe/London	359043379931766825
48.28259	9.72749	Ehingen	DE	Europe/Berlin	3590433799317661099
53.77166	38.12408	Bogoroditsk	RU	Europe/Moscow	3590433799317661909
36.24624	139.07204	Fujioka	JP	Asia/Tokyo	3590433799317662097
28.15112	-82.46148	Lutz	US	America/New_York	3590433799317661073
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	8630330696303482048
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	359043379931766015
36.08497	9.37082	Siliana	TN	Africa/Tunis	8630330696303482014
31.84568	-102.36764	Odessa	US	America/Chicago	863033069630348032
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	3590433799317661792
44.75874	19.21437	Bijeljina	BA	Europe/Sarajevo	3590433799317661867
57.47908	-4.22398	Inverness	GB	Europe/London	863033069630348842
9.15093	-79.62098	Chilibre	PA	America/Panama	863033069630348313
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	359043379931766742
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	3590433799317661487
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	3590433799317661636
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	863033069630348743
48.49144	9.20427	Reutlingen	DE	Europe/Berlin	8630330696303482212
40.53123	17.58522	Francavilla Fontana	IT	Europe/Rome	863033069630348636
14.8361	120.97844	Guyong	PH	Asia/Manila	863033069630348529
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	8630330696303482014
34.61667	135.6	Yao	JP	Asia/Tokyo	3590433799317661578
53.19146	-2.52398	Winsford	GB	Europe/London	3590433799317661149
45.16024	-93.08883	Lino Lakes	US	America/Chicago	3590433799317662154
-20.88231	55.4504	Saint-Denis	RE	Indian/Reunion	8630330696303481065
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	863033069630348677
48.90472	2.2469	La Garenne-Colombes	FR	Europe/Paris	8630330696303482345
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	3590433799317662048
33.52253	-117.70755	Laguna Niguel	US	America/Los_Angeles	359043379931766296
50.75767	-1.5443	Lymington	GB	Europe/London	3590433799317661917
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	3590433799317661461
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	8630330696303481412
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	8630330696303481701
41.09246	45.36561	Qazax	AZ	Asia/Baku	8630330696303481727
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	8630330696303481081
49.195061	16.606836	Brno	CZ	Europe/Prague	863033069630348297
41.47892	-87.45476	Schererville	US	America/Chicago	8630330696303481412
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	3590433799317661123
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	8630330696303481859
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	359043379931766361
48.8765	2.18967	Rueil-Malmaison	FR	Europe/Paris	8630330696303481867
44.31771	9.32241	Chiavari	IT	Europe/Rome	3590433799317661552
-15.675	-38.94722	Canavieiras	BR	America/Bahia	3590433799317661966
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	8630330696303482170
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	3590433799317662246
50.23019	8.77155	Karben	DE	Europe/Berlin	8630330696303481974
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	3590433799317661966
51.78771	56.36091	Saraktash	RU	Asia/Yekaterinburg	863033069630348701
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	8630330696303481313
41.09246	45.36561	Qazax	AZ	Asia/Baku	359043379931766916
15.72892	120.57224	Burgos	PH	Asia/Manila	863033069630348107
31.20176	29.91582	Alexandria	EG	Africa/Cairo	8630330696303481917
41.57439	24.71204	Smolyan	BG	Europe/Sofia	359043379931766106
46.65581	32.6178	Kherson	UA	Europe/Kyiv	3590433799317661735
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	3590433799317661230
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	3590433799317661263
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	863033069630348990
45.44868	-73.81669	Pointe-Claire	CA	America/Toronto	3590433799317661081
50.75767	-1.5443	Lymington	GB	Europe/London	359043379931766916
47.76232	-122.2054	Bothell	US	America/Los_Angeles	359043379931766668
35.64889	117.27583	Sishui	CN	Asia/Shanghai	863033069630348016
51.08468	7.11393	Burscheid	DE	Europe/Berlin	3590433799317661024
28.98002	77.70636	Meerut	IN	Asia/Kolkata	8630330696303481578
23.49668	86.68363	Adra	IN	Asia/Kolkata	3590433799317661941
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	359043379931766825
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	8630330696303481487
41.48199	-81.79819	Lakewood	US	America/New_York	8630330696303481784
6.45407	3.39467	Lagos	NG	Africa/Lagos	8630330696303481479
37.52487	-77.55777	Bon Air	US	America/New_York	863033069630348487
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	359043379931766718
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	863033069630348958
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	359043379931766023
52.66277	-2.01111	Great Wyrley	GB	Europe/London	8630330696303481313
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	3590433799317661594
7.62789	4.74161	Ilesa	NG	Africa/Lagos	863033069630348651
34.9	137.5	Shinshiro	JP	Asia/Tokyo	359043379931766486
52.68333	0.93333	East Dereham	GB	Europe/London	863033069630348685
48.35149	8.96317	Hechingen	DE	Europe/Berlin	863033069630348420
35.64889	117.27583	Sishui	CN	Asia/Shanghai	8630330696303481230
44.35056	142.45778	Nayoro	JP	Asia/Tokyo	8630330696303481370
35.82756	137.95378	Ina	JP	Asia/Tokyo	3590433799317661248
50.80019	7.20769	Siegburg	DE	Europe/Berlin	3590433799317661537
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	8630330696303481008
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	359043379931766700
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	3590433799317661933
25.95533	68.88871	Jhol	PK	Asia/Karachi	863033069630348354
35	136.51667	Komono	JP	Asia/Tokyo	359043379931766692
60.18427	24.95034	Kallio	FI	Europe/Helsinki	3590433799317662196
50.56149	4.69889	Gembloux	BE	Europe/Brussels	863033069630348123
32.54044	-82.90375	Dublin	US	America/New_York	8630330696303482212
38.37255	34.02537	Aksaray	TR	Europe/Istanbul	3590433799317661420
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	359043379931766338
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	3590433799317661727
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	359043379931766197
42.93369	-72.27814	Keene	US	America/New_York	863033069630348867
50.7236	-3.52751	Exeter	GB	Europe/London	863033069630348594
11.84962	-86.19903	Jinotepe	NI	America/Managua	3590433799317661941
34.4833	136.84186	Toba	JP	Asia/Tokyo	863033069630348172
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	359043379931766882
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	863033069630348396
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	359043379931766627
41.50343	-74.01042	Newburgh	US	America/New_York	3590433799317661172
41.72059	-87.70172	Evergreen Park	US	America/Chicago	8630330696303481073
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	359043379931766577
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	3590433799317662238
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	8630330696303481339
41.6764	-91.58045	Coralville	US	America/Chicago	3590433799317661735
52.4581	13.28702	Dahlem	DE	Europe/Berlin	863033069630348974
-33.38056	-56.52361	Durazno	UY	America/Montevideo	863033069630348396
32.61603	44.02488	Karbala	IQ	Asia/Baghdad	8630330696303482337
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	8630330696303481636
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	8630330696303481016
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	3590433799317661065
45.73333	4.91667	Bron	FR	Europe/Paris	8630330696303482170
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	359043379931766650
10.12268	77.54372	Periyakulam	IN	Asia/Kolkata	359043379931766528
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	3590433799317661354
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	3590433799317662006
35.05266	-78.87836	Fayetteville	US	America/New_York	3590433799317661859
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	8630330696303482147
34.15429	3.50309	Messaad	DZ	Africa/Algiers	8630330696303482436
32.42067	-104.22884	Carlsbad	US	America/Denver	863033069630348529
51.30001	13.10984	Oschatz	DE	Europe/Berlin	3590433799317661800
-37.9	145.18333	Wheelers Hill	AU	Australia/Melbourne	3590433799317661321
37.95143	-91.77127	Rolla	US	America/Chicago	8630330696303481347
46.51872	86.00214	Hoxtolgay	CN	Asia/Urumqi	359043379931766890
26.68451	-80.66756	Belle Glade	US	America/New_York	8630330696303481289
33.7207	-116.21677	Indio	US	America/Los_Angeles	8630330696303481289
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	8630330696303482071
40.70995	0.57856	Amposta	ES	Europe/Madrid	8630330696303481362
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	359043379931766049
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	863033069630348180
26.2649	81.54855	Jais	IN	Asia/Kolkata	3590433799317662246
44.92934	37.99117	Krymsk	RU	Europe/Moscow	863033069630348818
36.92574	14.72443	Ragusa	IT	Europe/Rome	8630330696303481453
32.61603	44.02488	Karbala	IQ	Asia/Baghdad	3590433799317661743
40.68066	-73.47429	Massapequa	US	America/New_York	3590433799317661115
48.98994	2.1699	Herblay	FR	Europe/Paris	3590433799317661347
36.92574	14.72443	Ragusa	IT	Europe/Rome	863033069630348628
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	8630330696303481735
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	8630330696303481933
6.45407	3.39467	Lagos	NG	Africa/Lagos	863033069630348321
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	863033069630348529
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	3590433799317661180
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	8630330696303481487
8.88988	-79.62603	Veracruz	PA	America/Panama	3590433799317661644
41.84364	-87.71255	South Lawndale	US	America/Chicago	8630330696303481578
10.20898	123.758	Naga	PH	Asia/Manila	8630330696303482378
48.98693	2.44892	Gonesse	FR	Europe/Paris	3590433799317661511
-23.7975	-48.59278	Buri	BR	America/Sao_Paulo	359043379931766734
40.82232	-74.15987	Nutley	US	America/New_York	8630330696303481891
50.073658	14.418540	Praha	CZ	Europe/Prague	8630330696303482022
46.23899	-63.13414	Charlottetown	CA	America/Halifax	863033069630348305
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	8630330696303481040
-8.05389	-34.88111	Recife	BR	America/Recife	8630330696303481610
32.65246	51.67462	Isfahan	IR	Asia/Tehran	863033069630348248
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	8630330696303481438
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661255
51.84819	1.26738	Walton-on-the-Naze	GB	Europe/London	359043379931766106
5.20856	-74.73584	Honda	CO	America/Bogota	359043379931766585
52.09	5.23333	Zeist	NL	Europe/Amsterdam	8630330696303481131
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	3590433799317662303
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	3590433799317661982
50.8	3.16667	Wevelgem	BE	Europe/Brussels	359043379931766759
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	8630330696303482261
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	359043379931766148
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	863033069630348164
45.47885	133.42825	Lesozavodsk	RU	Asia/Vladivostok	863033069630348917
39.33427	-76.43941	Middle River	US	America/New_York	863033069630348081
3.02013	30.91105	Arua	UG	Africa/Kampala	8630330696303481925
33.08014	-83.2321	Milledgeville	US	America/New_York	359043379931766106
49.65186	26.97253	Krasyliv	UA	Europe/Kyiv	863033069630348941
32.44874	-99.73314	Abilene	US	America/Chicago	3590433799317662030
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	863033069630348602
43.61062	-72.97261	Rutland	US	America/New_York	8630330696303481800
29.38242	70.91106	Alipur	PK	Asia/Karachi	863033069630348719
30.24706	115.04814	Huangshi	CN	Asia/Shanghai	3590433799317661321
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	8630330696303482436
-33.38056	-56.52361	Durazno	UY	America/Montevideo	8630330696303481552
52.68333	0.93333	East Dereham	GB	Europe/London	3590433799317662311
42.52787	-70.92866	Peabody	US	America/New_York	8630330696303482394
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	863033069630348941
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	3590433799317661347
39.96097	-75.60804	West Chester	US	America/New_York	3590433799317661503
48.90472	2.2469	La Garenne-Colombes	FR	Europe/Paris	8630330696303481925
18.00747	-76.78319	New Kingston	JM	America/Jamaica	3590433799317661404
43.4125	23.225	Montana	BG	Europe/Sofia	3590433799317662279
32.35126	-95.30106	Tyler	US	America/Chicago	359043379931766007
40.34912	-111.90466	Saratoga Springs	US	America/Denver	863033069630348768
16.06213	76.0586	Hungund	IN	Asia/Kolkata	359043379931766841
51.12794	4.21372	Temse	BE	Europe/Brussels	863033069630348149
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	863033069630348263
6.15038	6.83042	Nkpor	NG	Africa/Lagos	3590433799317661420
44.92801	4.8951	Valence	FR	Europe/Paris	863033069630348883
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	359043379931766122
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	359043379931766577
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	863033069630348032
35.88264	-80.08199	Thomasville	US	America/New_York	863033069630348180
-8.43333	114.33333	Muncar	ID	Asia/Jakarta	359043379931766643
42.93369	-72.27814	Keene	US	America/New_York	8630330696303482238
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	3590433799317661750
52.59319	13.32127	Wittenau	DE	Europe/Berlin	8630330696303482295
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	359043379931766296
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	8630330696303481404
52.86147	9.5926	Walsrode	DE	Europe/Berlin	359043379931766833
11.84962	-86.19903	Jinotepe	NI	America/Managua	8630330696303482303
51.168	7.973	Finnentrop	DE	Europe/Berlin	863033069630348248
41.91886	8.73812	Ajaccio	FR	Europe/Paris	863033069630348446
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	3590433799317661578
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	8630330696303481792
54.60528	18.34717	Reda	PL	Europe/Warsaw	3590433799317662105
51.12794	4.21372	Temse	BE	Europe/Brussels	8630330696303481354
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	3590433799317661552
50.598427	13.610242	Litvínov	CZ	Europe/Prague	8630330696303481404
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	359043379931766254
37.49073	-2.77259	Baza	ES	Europe/Madrid	3590433799317661933
10.61285	12.19458	Biu	NG	Africa/Lagos	3590433799317661347
44.92801	4.8951	Valence	FR	Europe/Paris	359043379931766908
37.60876	-77.37331	Mechanicsville	US	America/New_York	8630330696303481644
41.54566	-71.29144	Middletown	US	America/New_York	863033069630348610
43.4125	23.225	Montana	BG	Europe/Sofia	863033069630348057
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	8630330696303481115
21.59983	71.21169	Amreli	IN	Asia/Kolkata	863033069630348388
23.73333	114.68333	Heyuan	CN	Asia/Shanghai	8630330696303481636
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	359043379931766502
48.98693	2.44892	Gonesse	FR	Europe/Paris	863033069630348362
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	8630330696303481974
43.4125	23.225	Montana	BG	Europe/Sofia	863033069630348131
25.87498	86.59611	Saharsa	IN	Asia/Kolkata	863033069630348545
12.97389	123.99333	Sorsogon	PH	Asia/Manila	359043379931766049
49.820923	18.262524	Ostrava	CZ	Europe/Prague	359043379931766999
35.85	117.7	Dongdu	CN	Asia/Shanghai	359043379931766585
6.9909	79.883	Hendala	LK	Asia/Colombo	3590433799317661552
46.09273	-88.64235	Iron River	US	America/Menominee	3590433799317661693
48.8765	2.18967	Rueil-Malmaison	FR	Europe/Paris	863033069630348198
53.38333	-0.76667	Gainsborough	GB	Europe/London	3590433799317661024
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	8630330696303481412
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	8630330696303482485
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	863033069630348743
22.98212	-80.58556	Corralillo	CU	America/Havana	359043379931766700
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	3590433799317661701
0.46005	34.11169	Busia	KE	Africa/Nairobi	8630330696303481727
10.20898	123.758	Naga	PH	Asia/Manila	8630330696303481339
6.25947	102.05461	Tak Bai	TH	Asia/Bangkok	3590433799317662014
41.0051	-73.78458	Scarsdale	US	America/New_York	863033069630348842
45.44694	8.62118	Novara	IT	Europe/Rome	8630330696303481826
49.195061	16.606836	Brno	CZ	Europe/Prague	359043379931766825
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	863033069630348776
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	863033069630348347
16.75973	-93.11308	Tuxtla	MX	America/Mexico_City	3590433799317662030
-11.48472	-37.93278	Rio Real	BR	America/Bahia	8630330696303481727
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	3590433799317661727
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	3590433799317661453
3.8801	-77.03116	Buenaventura	CO	America/Bogota	359043379931766338
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	359043379931766676
41.50343	-74.01042	Newburgh	US	America/New_York	3590433799317661719
54.58048	16.86194	Ustka	PL	Europe/Warsaw	359043379931766387
25.49043	85.94001	Teghra	IN	Asia/Kolkata	359043379931766502
39.33427	-76.43941	Middle River	US	America/New_York	3590433799317662352
46.18396	6.10237	Onex	CH	Europe/Zurich	8630330696303481800
55.25	24.75	Ukmerge	LT	Europe/Vilnius	359043379931766148
53.59782	34.33825	Dyat‚Äôkovo	RU	Europe/Moscow	3590433799317661487
23.02677	113.13148	Foshan	CN	Asia/Shanghai	3590433799317661305
50.75	2.25	Saint-Omer	FR	Europe/Paris	3590433799317661305
51.21187	4.25633	Beveren	BE	Europe/Brussels	3590433799317661024
28.92694	78.23456	Bachhraon	IN	Asia/Kolkata	3590433799317661206
47.30997	8.52462	Adliswil	CH	Europe/Zurich	863033069630348339
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	3590433799317662345
21.59983	71.21169	Amreli	IN	Asia/Kolkata	3590433799317661370
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	8630330696303481248
50.56149	4.69889	Gembloux	BE	Europe/Brussels	3590433799317662097
34.63915	-120.45794	Lompoc	US	America/Los_Angeles	359043379931766981
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	3590433799317661552
33.54428	-84.23381	Stockbridge	US	America/New_York	359043379931766809
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	359043379931766338
22.10194	85.37752	Barbil	IN	Asia/Kolkata	3590433799317661974
34.25	135.31667	Iwade	JP	Asia/Tokyo	863033069630348446
41.14676	-73.49484	New Canaan	US	America/New_York	3590433799317662469
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	863033069630348941
53.59337	9.47629	Stade	DE	Europe/Berlin	3590433799317662469
39.43534	-84.20299	Lebanon	US	America/New_York	3590433799317661396
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	8630330696303482287
54.39304	53.26023	Bavly	RU	Europe/Moscow	8630330696303482428
37.49223	15.07041	Catania	IT	Europe/Rome	359043379931766817
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	3590433799317662378
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	359043379931766858
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	3590433799317662279
41.09822	120.74792	Nanpiao	CN	Asia/Shanghai	863033069630348651
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	3590433799317662196
40.65995	-111.99633	Kearns	US	America/Denver	8630330696303482345
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	8630330696303482154
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	359043379931766916
9.89206	43.38531	Baki	SO	Africa/Mogadishu	8630330696303481560
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	3590433799317662493
10.12268	77.54372	Periyakulam	IN	Asia/Kolkata	359043379931766940
40.92298	14.30935	Afragola	IT	Europe/Rome	863033069630348438
38.10558	-1.86343	Caravaca	ES	Europe/Madrid	3590433799317661610
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	3590433799317662113
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	3590433799317661636
45.51667	4.86667	Vienne	FR	Europe/Paris	8630330696303482477
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	3590433799317662261
54.52156	9.5586	Schleswig	DE	Europe/Berlin	3590433799317661230
51.08468	7.11393	Burscheid	DE	Europe/Berlin	863033069630348107
35.6803	51.0193	Shahre Jadide Andisheh	IR	Asia/Tehran	863033069630348560
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	359043379931766593
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	8630330696303481685
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	863033069630348073
48.77644	2.29026	Sceaux	FR	Europe/Paris	359043379931766338
45.44694	8.62118	Novara	IT	Europe/Rome	863033069630348263
15.72892	120.57224	Burgos	PH	Asia/Manila	3590433799317661446
38.54491	-121.74052	Davis	US	America/Los_Angeles	8630330696303481560
37.49073	-2.77259	Baza	ES	Europe/Madrid	8630330696303481594
28.15112	-82.46148	Lutz	US	America/New_York	8630330696303481719
36.91023	-121.75689	Watsonville	US	America/Los_Angeles	3590433799317661628
41.27621	-72.86843	East Haven	US	America/New_York	863033069630348990
33.3213	130.94098	Hita	JP	Asia/Tokyo	359043379931766890
57.14369	-2.09814	Aberdeen	GB	Europe/London	3590433799317661719
53.63333	9.85	Halstenbek	DE	Europe/Berlin	3590433799317661388
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	863033069630348925
-12.91667	-39.25	Muritiba	BR	America/Bahia	3590433799317662212
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	8630330696303482030
43.86682	-79.2663	Markham	CA	America/Toronto	863033069630348289
40.55851	17.80774	Mesagne	IT	Europe/Rome	8630330696303481768
39.00622	-77.4286	Sterling	US	America/New_York	863033069630348529
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	359043379931766817
35.05266	-78.87836	Fayetteville	US	America/New_York	3590433799317661917
33.50921	-111.89903	Scottsdale	US	America/Phoenix	8630330696303481925
