ts	imei	mwra	c.katana	c.dogalize	c.android.gm	c.android.chrome	c.android.youtube	c.UCMobile.intl	c.updateassist	c.UCMobile.x86	c.android.vending	c.raider
2018-05-05 16:27:00	3590433799317661990	1.00000	13.63850	7.76285	12.84552	8.26565	11.18222	55.20751	73.71803	55.40821	57.92296	90.62959
2018-05-05 16:28:00	3590433799317661750	1.00000	11.87124	12.26479	13.72060	11.23323	14.81205	60.48202	39.02544	39.97776	7.82580	54.67646
2018-05-05 16:29:00	359043379931766668	0.00000	16.64928	15.87642	9.01657	15.16415	12.75958	54.23495	37.93588	40.44323	48.03042	10.38658
2018-05-05 16:30:00	8630330696303481115	0.00000	11.53734	14.45677	9.26143	12.04238	12.41552	43.33690	54.03559	36.88903	6.65305	32.16394
2018-05-05 16:31:00	359043379931766221	0.00000	14.93501	13.74722	7.65182	13.02888	14.99522	75.32727	35.05147	66.36774	68.38988	41.48362
2018-05-05 16:32:00	3590433799317661800	1.00000	16.13796	8.34223	14.82228	10.32574	8.68502	75.10436	72.23316	56.60904	84.42795	15.52823
2018-05-05 16:33:00	3590433799317661230	1.00000	15.20620	13.50745	14.57768	14.12694	13.67470	55.40500	56.48861	53.39852	21.59687	35.61232
2018-05-05 16:34:00	3590433799317661545	0.00000	14.11080	11.21673	8.24453	10.97457	14.01307	51.70071	62.42228	43.31150	86.97484	83.69864
2018-05-05 16:35:00	3590433799317662451	1.00000	11.03419	12.56963	9.42962	12.72768	15.69169	54.05757	57.89532	36.84803	70.23122	7.13118
2018-05-05 16:36:00	8630330696303481594	0.00000	10.54438	13.10200	11.89326	14.31009	13.77877	57.40202	51.96235	86.44935	34.70641	26.73653
2018-05-05 16:37:00	3590433799317661735	0.00000	15.12263	10.62348	6.44116	11.36250	11.55271	80.11098	67.37812	46.54748	95.43624	93.45390
2018-05-05 16:38:00	359043379931766429	1.00000	11.31438	15.16046	12.06428	13.22060	14.64239	45.98383	76.37235	27.26750	54.53971	46.36482
2018-05-05 16:39:00	863033069630348974	0.00000	14.54035	10.61722	15.75548	10.94726	14.38902	76.57840	71.35891	67.96830	52.31219	34.96337
2018-05-05 16:40:00	8630330696303481669	0.00000	12.45446	12.39236	7.50871	13.33013	11.85497	58.65504	69.82528	40.70390	96.54476	21.24743
2018-05-05 16:41:00	863033069630348883	1.00000	13.41058	12.30345	11.92226	11.36390	12.89813	59.95163	70.97168	36.84333	16.91871	39.29409
2018-05-05 16:42:00	8630330696303481123	1.00000	12.88356	10.49255	11.25749	11.11687	10.89342	76.91216	53.49105	60.14550	86.98152	76.12303
2018-05-05 16:43:00	8630330696303481131	1.00000	12.12646	14.90137	13.28656	13.77649	12.90413	61.73391	33.87429	49.18393	70.57692	7.88636
2018-05-05 16:44:00	8630330696303481594	0.00000	13.94799	14.77741	13.94019	8.87085	14.11365	81.72722	60.48445	48.71982	39.62919	7.24199
2018-05-05 16:45:00	359043379931766494	0.00000	17.04724	11.13796	12.03746	9.68619	10.17322	82.70759	56.21623	31.99502	87.13900	71.78979
2018-05-05 16:46:00	8630330696303481545	1.00000	13.11546	8.62723	16.93049	8.99603	7.90760	83.50530	70.04070	48.09009	45.40496	65.68014
2018-05-05 16:47:00	863033069630348396	1.00000	14.81319	12.57891	11.41295	8.88485	5.29428	48.98450	38.08822	42.14762	28.36988	90.63939
2018-05-05 16:48:00	3590433799317661479	1.00000	9.95736	17.81072	11.75031	14.44838	13.96695	81.51017	58.05233	70.67188	70.66249	92.35637
2018-05-05 16:49:00	359043379931766429	1.00000	9.99275	14.52173	14.74487	13.07612	12.67393	61.13970	70.90832	61.34190	59.72689	53.78669
2018-05-05 16:50:00	863033069630348164	0.00000	11.63997	12.78962	9.85842	15.34137	12.63130	53.72815	65.49549	47.67024	79.61433	71.52939
2018-05-05 16:51:00	3590433799317661891	1.00000	10.30941	13.77438	11.66991	13.54385	14.33673	47.99229	63.73636	41.19097	82.10925	3.56546
2018-05-05 16:52:00	863033069630348693	1.00000	13.71364	14.47079	8.83985	11.52981	14.93106	63.72115	81.34648	39.89876	4.97869	23.52702
2018-05-05 16:53:00	3590433799317661784	0.00000	15.92762	12.07212	8.85405	12.31127	17.41199	58.95896	46.74591	53.54714	23.51760	28.55369
2018-05-05 16:54:00	3590433799317661479	1.00000	12.38197	7.93818	8.33286	10.79837	12.13651	71.18027	35.88027	49.35551	58.36813	98.64662
2018-05-05 16:55:00	8630330696303482394	0.00000	11.19983	14.34986	9.40759	11.01530	12.48413	69.09922	49.51565	18.86120	86.40384	28.75958
2018-05-05 16:56:00	3590433799317662022	1.00000	13.08928	12.44391	13.41770	14.59636	10.86445	73.15731	28.57078	46.52520	16.45660	81.66102
2018-05-05 16:57:00	8630330696303482196	1.00000	13.37971	13.64534	10.64901	13.84057	12.35537	52.97729	72.24963	63.56852	85.69141	6.16341
2018-05-05 16:58:00	3590433799317662436	0.00000	10.86568	15.27617	14.12868	10.48677	12.77487	72.08767	81.12902	66.48540	30.94687	19.38328
2018-05-05 16:59:00	3590433799317661214	1.00000	13.14186	13.32852	13.64067	13.05986	12.98801	77.63172	70.36219	37.09884	5.33733	26.27648
2018-05-05 17:00:00	359043379931766916	0.00000	13.84097	9.09554	11.90768	10.24627	8.92030	72.11656	56.09657	80.45169	50.15981	88.61851
2018-05-05 17:01:00	863033069630348420	1.00000	12.94923	7.95812	13.95858	9.31800	12.68037	62.38443	63.24818	52.17027	80.70463	1.58146
2018-05-05 17:02:00	3590433799317661602	1.00000	11.75279	15.22578	9.55020	13.84480	13.83147	45.50811	62.44890	42.00538	24.28464	35.24788
2018-05-05 17:03:00	3590433799317662352	0.00000	14.29196	14.20353	9.69839	11.34049	14.26406	61.49289	52.25480	23.81912	19.01560	43.32775
2018-05-05 17:04:00	3590433799317661255	0.00000	16.30330	10.74016	9.77555	11.95278	11.53443	57.95415	47.95686	38.76716	92.40843	54.04894
2018-05-05 17:05:00	863033069630348933	0.00000	9.84912	11.73739	9.74164	10.71819	17.25976	49.70673	55.91615	60.25303	76.99809	69.95134
2018-05-05 17:06:00	3590433799317662196	1.00000	16.07452	9.35712	15.45722	15.73546	10.59018	68.30238	43.12079	61.77056	72.02977	99.34623
2018-05-05 17:07:00	3590433799317662410	0.00000	13.68973	8.32140	9.61238	11.75851	10.77953	42.61833	58.90829	49.39808	56.28245	71.16235
2018-05-05 17:08:00	8630330696303482295	1.00000	10.51659	8.02186	12.93280	10.82572	7.07964	69.71549	68.12446	71.12871	19.59156	62.30915
2018-05-05 17:09:00	863033069630348370	1.00000	15.60666	11.98375	12.01835	11.35557	11.80549	40.82242	67.71313	40.05641	19.11646	14.31197
2018-05-05 17:10:00	8630330696303481719	0.00000	12.87896	12.04277	12.88605	11.53430	13.54687	52.14809	53.22952	56.42645	63.53214	81.46703
2018-05-05 17:11:00	3590433799317661966	0.00000	13.54989	12.21201	10.48235	14.96648	10.90600	60.32657	47.91798	25.00061	31.25942	42.24358
2018-05-05 17:12:00	359043379931766312	1.00000	12.29708	5.73276	16.44188	10.26918	10.18083	49.34370	46.89462	41.40233	37.58926	95.05823
2018-05-05 17:13:00	359043379931766064	1.00000	12.29009	14.52317	12.29950	12.20406	14.67602	53.56836	45.27507	44.17265	33.17649	78.31744
2018-05-05 17:14:00	863033069630348214	1.00000	14.03037	11.31199	13.37984	10.52530	13.68307	62.24149	69.40265	28.73272	35.71974	35.86079
2018-05-05 17:15:00	863033069630348875	1.00000	13.64882	10.71890	11.74265	7.56251	6.81684	65.14676	54.09386	37.68431	16.53421	76.47715
2018-05-05 17:16:00	8630330696303481883	0.00000	15.40762	7.68121	15.32804	8.85957	10.83618	63.90844	54.11819	64.56659	4.99948	39.04626
2018-05-05 17:17:00	8630330696303482212	1.00000	14.19705	14.94056	12.36596	12.00358	11.96814	60.28627	46.16390	48.08118	35.11840	92.89246
2018-05-05 17:18:00	3590433799317661479	0.00000	13.33564	11.29160	12.70613	13.96094	15.14566	68.52511	57.03270	61.29440	3.33764	54.97706
2018-05-05 17:19:00	359043379931766312	0.00000	12.63605	6.37151	14.63903	12.39794	12.14110	59.72858	48.97233	62.13826	79.11427	6.33752
2018-05-05 17:20:00	8630330696303482030	1.00000	11.47162	13.95007	12.87078	11.78878	12.31549	53.58961	46.70031	39.54473	10.93895	63.41719
2018-05-05 17:21:00	863033069630348628	0.00000	14.34918	9.93348	11.66328	15.51418	11.50731	45.55839	58.43998	38.69124	33.19761	34.76625
2018-05-05 17:22:00	3590433799317661941	0.00000	16.72961	13.06907	8.13245	11.61725	12.73596	39.43787	57.32011	72.30268	21.50379	86.70861
2018-05-05 17:23:00	8630330696303481867	1.00000	12.58062	10.43858	9.80708	14.85973	14.14294	55.91343	76.99505	62.34962	43.03041	36.73038
2018-05-05 17:24:00	3590433799317661362	0.00000	12.48964	9.68250	15.47654	15.41991	14.76994	68.31780	40.81199	56.86855	37.68223	21.83431
2018-05-05 17:25:00	8630330696303482410	1.00000	12.54742	6.42091	14.58580	10.06996	11.03961	37.03163	65.35834	48.35119	62.71721	81.84289
2018-05-05 17:26:00	8630330696303482212	1.00000	12.94163	10.15173	13.93962	13.14319	12.10990	53.13829	50.75730	54.53146	20.84626	77.25098
2018-05-05 17:27:00	8630330696303482303	0.00000	8.09096	10.42199	10.60552	16.85355	14.51250	63.88444	54.05295	57.10354	51.23486	50.08124
2018-05-05 17:28:00	8630330696303481677	0.00000	15.93474	10.47241	13.95211	12.61452	10.67191	59.91078	48.11522	30.23695	13.76068	28.65417
2018-05-05 17:29:00	359043379931766908	0.00000	13.52138	7.09525	13.60282	13.08021	12.32738	27.79975	49.89610	63.63191	71.99903	0.55602
2018-05-05 17:30:00	359043379931766957	1.00000	12.22047	8.22247	13.80351	11.30075	10.81223	56.11583	51.29087	60.17321	88.54574	40.82648
2018-05-05 17:31:00	863033069630348222	0.00000	12.49243	13.92381	8.45482	12.15734	12.54588	48.25004	45.72706	56.91230	92.75432	93.10577
2018-05-05 17:32:00	8630330696303482071	1.00000	11.24540	8.18037	12.61381	7.17408	10.56288	71.10305	37.97962	60.21018	57.33970	52.91708
2018-05-05 17:33:00	3590433799317661313	1.00000	11.16393	8.79716	10.27268	8.13001	6.78959	70.30511	45.44420	41.62271	60.12868	54.02731
2018-05-05 17:34:00	8630330696303481560	1.00000	14.88935	11.28628	15.42176	12.05498	7.69677	50.97454	48.57390	46.14827	21.90057	6.80342
2018-05-05 17:35:00	8630330696303481347	1.00000	10.57616	13.64509	14.45521	12.91381	15.11291	57.79506	77.84404	51.62007	89.62196	87.39750
2018-05-05 17:36:00	359043379931766536	1.00000	11.35475	11.61341	12.29211	6.78256	9.38818	59.29075	43.59671	43.91453	12.28609	6.33433
2018-05-05 17:37:00	3590433799317661479	0.00000	14.08765	16.85171	13.42667	11.96809	12.98646	55.94342	47.40173	48.47388	39.28634	37.64637
2018-05-05 17:38:00	359043379931766460	0.00000	12.46564	11.75568	7.66276	9.82435	10.57476	21.11625	74.53199	53.65306	83.54095	45.28074
2018-05-05 17:39:00	863033069630348875	0.00000	13.62168	9.69425	13.99516	13.13991	11.33644	51.17657	67.38507	53.37883	58.65160	25.21646
2018-05-05 17:40:00	8630330696303481503	0.00000	13.80982	12.94496	6.71163	12.34684	14.98191	50.38633	41.97457	51.99713	97.01526	51.39546
2018-05-05 17:41:00	359043379931766007	1.00000	9.81750	7.43634	12.02933	10.43065	11.21627	65.26930	57.52093	63.11831	25.30345	79.89010
2018-05-05 17:42:00	863033069630348461	1.00000	13.95257	10.89131	11.13833	8.41740	8.64082	60.52267	74.89389	55.19877	74.29477	21.75041
2018-05-05 17:43:00	8630330696303481024	0.00000	10.14967	10.12029	3.98704	15.13474	12.36030	69.81857	42.63300	45.44496	66.21525	33.81951
2018-05-05 17:44:00	8630330696303482394	0.00000	13.69243	10.40699	5.39391	13.97383	12.63104	71.21862	61.12500	60.55377	60.48026	67.43210
2018-05-05 17:45:00	359043379931766817	0.00000	11.18783	11.19397	7.07789	15.43824	11.40785	64.92167	34.66313	51.77382	47.37490	39.74311
2018-05-05 17:46:00	863033069630348362	0.00000	14.09224	11.12326	11.19764	10.88552	12.60802	43.61581	40.21960	60.61277	46.54936	82.61712
2018-05-05 17:47:00	3590433799317661982	1.00000	14.77832	10.19164	13.23280	7.22008	12.30786	66.04919	66.06099	61.38504	81.60807	38.88458
2018-05-05 17:48:00	359043379931766734	1.00000	10.88332	10.54380	9.16893	14.10279	13.64807	44.03887	55.86393	60.05183	69.29686	11.44724
2018-05-05 17:49:00	863033069630348396	1.00000	12.93802	12.55639	13.03329	12.06987	11.60974	64.90660	56.72334	42.67826	79.26975	0.64269
2018-05-05 17:50:00	863033069630348834	0.00000	15.69919	14.20683	10.48996	8.67057	13.60182	63.30808	68.94723	55.21426	37.14523	95.44037
2018-05-05 17:51:00	3590433799317661917	0.00000	13.98543	11.65546	5.87042	14.42063	11.24646	59.73209	54.84432	42.07584	62.18657	13.46071
2018-05-05 17:52:00	863033069630348875	0.00000	14.72975	11.98545	8.13108	10.93664	17.06793	44.64496	58.01123	59.93738	67.81088	86.58488
2018-05-05 17:53:00	863033069630348826	1.00000	12.52443	13.69935	9.64550	13.04558	11.78169	53.93989	52.65927	47.46047	55.73990	81.83581
2018-05-05 17:54:00	863033069630348289	0.00000	12.91202	6.25866	12.71723	11.20993	10.68047	81.87748	33.34843	56.59965	46.00007	60.06537
2018-05-05 17:55:00	3590433799317662337	1.00000	10.82485	9.41847	12.19203	5.86394	10.63447	67.03953	52.45372	50.29214	99.57307	91.08810
2018-05-05 17:56:00	863033069630348719	1.00000	12.99596	14.73447	13.21914	13.43723	11.50753	49.07913	22.34068	50.56775	57.10998	49.73898
2018-05-05 17:57:00	3590433799317661081	1.00000	13.92165	13.46981	15.28492	12.47622	13.96541	53.27119	82.81985	62.28033	53.89044	66.98254
2018-05-05 17:58:00	3590433799317661834	1.00000	10.43439	10.47079	13.18186	8.78857	7.75823	67.27288	41.51873	75.69105	24.89293	87.60419
2018-05-05 17:59:00	3590433799317661784	1.00000	11.97144	8.93782	16.60730	6.94663	10.88969	56.86638	46.67018	47.07681	58.95154	37.61778
2018-05-05 18:00:00	8630330696303481768	1.00000	13.70032	10.81999	12.13358	9.97716	7.29700	46.71204	53.75635	68.58840	18.02030	60.11153
2018-05-05 18:01:00	3590433799317661362	1.00000	9.93626	8.61551	11.09284	10.06869	8.48001	63.82588	42.15289	48.75518	94.46843	3.02992
2018-05-05 18:02:00	359043379931766536	1.00000	14.15130	8.56807	15.09592	6.67042	8.49618	45.58604	48.58368	27.14110	18.11062	51.70802
2018-05-05 18:03:00	8630330696303482162	1.00000	13.09079	6.85720	14.08697	8.56824	10.09095	53.53743	80.58247	25.75522	98.47291	92.65168
2018-05-05 18:04:00	863033069630348420	1.00000	12.18130	17.17008	9.79414	15.15005	13.82068	64.06225	55.43361	49.46528	59.49475	72.75662
2018-05-05 18:05:00	3590433799317661982	1.00000	14.11898	16.87906	15.48925	11.85779	13.38593	59.78779	60.62393	53.42569	98.11904	64.83271
2018-05-05 18:06:00	863033069630348198	1.00000	10.84585	12.64598	13.42278	10.02580	5.52397	56.76469	64.36361	40.34439	78.45271	17.41938
2018-05-05 18:07:00	863033069630348867	0.00000	9.33076	8.93302	10.95024	11.85789	13.92643	68.43740	61.37319	25.00957	99.02916	83.56698
2018-05-05 18:08:00	863033069630348362	0.00000	9.89965	11.00728	11.70470	16.10882	14.08355	47.17642	69.10329	59.73688	6.21701	12.93112
2018-05-05 18:09:00	8630330696303481255	0.00000	11.92994	12.75944	3.86418	12.12342	7.47240	47.64010	41.17089	57.07014	67.46552	43.01787
2018-05-05 18:10:00	3590433799317661255	1.00000	13.66030	8.96731	13.42591	8.16691	10.80412	61.02579	52.42228	53.59504	69.29563	13.42076
2018-05-05 18:11:00	8630330696303481297	0.00000	15.93611	6.30200	12.45157	11.68524	8.51495	81.69186	33.19130	58.77239	40.86970	46.21176
2018-05-05 18:12:00	8630330696303481362	1.00000	10.34159	9.78809	11.12464	13.40004	11.86143	43.13338	55.95579	42.75356	27.55227	84.26176
2018-05-05 18:13:00	863033069630348321	1.00000	11.27549	11.28864	13.55098	12.33918	13.96089	56.71421	71.67545	48.78293	24.79336	88.32779
2018-05-05 18:14:00	359043379931766486	1.00000	12.68252	9.95409	10.69359	6.53671	8.93909	42.57537	60.68550	55.48088	0.80830	1.02756
2018-05-05 18:15:00	863033069630348388	0.00000	15.15261	13.48766	6.19114	14.00311	12.11724	49.45088	67.94412	51.73611	72.98239	70.71019
2018-05-05 18:16:00	359043379931766312	1.00000	12.05558	12.15245	14.11131	11.23808	11.25481	55.43895	38.55061	42.83719	63.17165	26.46514
2018-05-05 18:17:00	359043379931766692	1.00000	11.11205	12.10276	10.27496	13.12904	15.40722	79.93908	63.90514	55.66546	95.31224	81.22810
2018-05-05 18:18:00	863033069630348552	0.00000	11.09748	5.29692	12.39168	9.63038	10.58991	47.90075	83.84219	47.36857	51.88219	83.67045
2018-05-05 18:19:00	8630330696303481628	0.00000	15.22599	5.47096	16.32000	13.27330	13.63449	58.25053	49.89609	67.63672	23.32973	77.28521
2018-05-05 18:20:00	359043379931766270	1.00000	11.52216	4.89155	12.65544	10.30943	12.54365	52.45162	55.98723	66.03813	74.97621	96.14179
2018-05-05 18:21:00	3590433799317662055	1.00000	11.57720	14.10521	14.58628	13.36646	11.68128	63.34699	57.76151	47.99970	84.51702	93.07604
2018-05-05 18:22:00	8630330696303481420	0.00000	11.14470	13.31759	9.55931	15.82895	13.37048	54.57822	57.26486	52.07015	36.09287	8.02855
2018-05-05 18:23:00	359043379931766411	1.00000	13.31083	15.28495	11.86094	12.89653	13.77904	68.36080	33.35240	64.67751	11.35796	84.39452
2018-05-05 18:24:00	359043379931766668	0.00000	11.00705	13.70127	10.21415	8.87506	11.74338	60.31060	59.66556	30.67292	2.54990	19.07025
2018-05-05 18:25:00	8630330696303482410	1.00000	16.15765	11.43962	14.29665	10.03019	13.44277	52.22192	63.14342	49.46490	95.25289	41.91066
2018-05-05 18:26:00	3590433799317661313	1.00000	15.55430	17.23947	14.94586	12.00727	13.53301	68.65139	64.44767	59.73281	50.45379	39.18708
2018-05-05 18:27:00	359043379931766304	1.00000	9.03641	9.15727	10.70276	13.13921	12.72105	47.08895	75.24919	58.44283	7.72220	35.45253
2018-05-05 18:28:00	359043379931766585	0.00000	14.60654	13.10263	9.38132	10.63174	13.29491	45.12160	42.05651	56.62914	31.46246	0.58003
2018-05-05 18:29:00	359043379931766643	0.00000	9.39055	10.26730	12.41039	15.25990	15.09910	62.80046	41.58783	51.38431	53.33762	91.08241
2018-05-05 18:30:00	8630330696303482287	1.00000	12.23753	10.31924	13.87642	10.24611	7.54821	50.65604	44.92221	56.34982	64.62680	74.66351
2018-05-05 18:31:00	359043379931766452	0.00000	9.56488	9.52981	12.34252	10.59723	8.67948	50.74709	63.15854	31.66276	19.86495	50.19803
2018-05-05 18:32:00	3590433799317662006	1.00000	15.83658	6.20721	14.72473	8.86773	12.96357	75.80352	62.12954	33.39476	47.84256	87.09391
2018-05-05 18:33:00	3590433799317661990	0.00000	10.00721	15.21522	11.64207	15.30140	12.86060	59.74619	62.16172	55.93051	13.53446	86.90691
2018-05-05 18:34:00	8630330696303481305	1.00000	12.66538	8.92507	10.88860	10.97177	12.35764	67.06122	52.97679	47.52438	78.15325	32.91337
2018-05-05 18:35:00	8630330696303481172	1.00000	11.20684	12.58783	13.67222	13.07714	13.78621	66.45759	68.48107	61.03396	25.04228	83.07610
2018-05-05 18:36:00	3590433799317661644	0.00000	13.42395	10.32827	11.24397	12.05486	13.55892	50.29375	51.99298	52.00200	17.09523	16.66990
2018-05-05 18:37:00	8630330696303481123	1.00000	13.08903	12.96541	13.68912	11.24790	10.39273	55.13863	60.55721	49.15807	54.75749	8.45630
2018-05-05 18:38:00	863033069630348453	0.00000	14.44134	5.47815	11.45691	11.87723	9.54816	51.00854	55.39043	77.49422	15.66158	77.72275
2018-05-05 18:39:00	8630330696303481651	1.00000	12.76526	10.45896	10.29451	9.27497	7.32590	72.11654	40.28729	55.79839	94.48813	38.15422
2018-05-05 18:40:00	3590433799317662162	0.00000	12.62292	10.76517	8.90749	12.17800	11.33430	54.42912	52.40637	39.38339	96.20108	72.66409
2018-05-05 18:41:00	8630330696303481057	1.00000	9.85959	8.71570	14.61343	9.51469	7.49219	36.20121	22.83230	74.52058	54.19863	60.03012
2018-05-05 18:42:00	3590433799317661644	1.00000	11.88102	16.00618	10.65394	14.04466	12.59427	72.90179	52.74810	68.84991	44.63345	87.57859
2018-05-05 18:43:00	359043379931766767	0.00000	7.59619	9.36217	12.88743	15.98413	14.73237	52.03174	61.83003	62.42820	88.52119	47.42726
2018-05-05 18:44:00	3590433799317661669	0.00000	12.10530	9.44838	11.47330	14.32106	13.40092	46.99352	62.23166	39.35839	19.45174	26.00649
2018-05-05 18:45:00	8630330696303481008	1.00000	12.46373	10.86701	16.24336	8.86632	9.64641	72.91283	50.35497	41.93132	10.37730	31.83067
2018-05-05 18:46:00	8630330696303482196	1.00000	9.94730	12.72690	12.99315	13.39870	15.78025	53.40766	62.12581	73.35519	23.92703	93.34988
2018-05-05 18:47:00	3590433799317661735	1.00000	8.94646	12.03487	10.85083	6.50279	7.57054	52.38293	53.82633	46.69433	87.69861	14.84473
2018-05-05 18:48:00	8630330696303481198	1.00000	12.96924	9.35487	13.19118	10.43735	10.59678	55.70781	60.66279	42.96280	87.49238	77.74874
2018-05-05 18:49:00	3590433799317662295	1.00000	14.49736	12.00277	8.22524	14.69885	14.50033	86.81965	41.44846	70.84016	35.61336	17.39077
2018-05-05 18:50:00	8630330696303481933	1.00000	13.64325	9.53393	12.32532	12.13998	12.92146	66.18430	53.98313	38.52533	90.19658	86.70899
2018-05-05 18:51:00	8630330696303481214	1.00000	9.10176	10.81559	10.15731	9.35713	7.84094	66.68631	77.81253	57.37402	88.52865	73.44652
2018-05-05 18:52:00	863033069630348487	1.00000	15.16653	12.24912	14.06853	12.08947	10.40114	65.80566	60.59821	72.44297	16.22517	23.97711
2018-05-05 18:53:00	863033069630348610	1.00000	12.70625	14.69713	13.07135	14.63045	12.34919	55.66204	50.76519	72.68226	18.23191	1.21856
2018-05-05 18:54:00	359043379931766270	0.00000	11.32354	9.64158	11.72076	14.64559	13.16179	62.26361	60.96946	55.91670	1.01898	10.62454
2018-05-05 18:55:00	359043379931766650	1.00000	12.75995	10.12932	13.79342	6.32460	8.93209	55.73637	44.93117	51.30855	57.17149	75.73706
2018-05-05 18:56:00	359043379931766072	0.00000	13.41422	13.56507	13.18506	11.30953	11.52733	67.41384	57.33073	57.26813	13.39030	21.78966
2018-05-05 18:57:00	8630330696303481347	0.00000	15.91077	11.48076	10.94038	9.86326	10.89751	52.80591	71.66758	38.25597	27.51856	29.20631
2018-05-05 18:58:00	863033069630348289	1.00000	15.44434	6.35157	15.89408	13.02827	13.22789	46.81304	48.76662	82.92158	44.24567	35.43502
2018-05-05 18:59:00	8630330696303481255	0.00000	11.19995	14.51728	13.26348	10.96004	14.27499	60.27988	65.23897	42.97984	32.36377	24.98305
2018-05-05 19:00:00	359043379931766825	0.00000	13.01988	12.09635	8.52454	9.11418	10.57527	59.50635	60.18509	59.51935	61.12829	52.62122
2018-05-05 19:01:00	3590433799317661297	0.00000	9.98716	11.93829	10.04898	13.44797	11.59288	62.26545	78.42235	56.16416	87.87399	68.70601
2018-05-05 19:02:00	8630330696303481453	1.00000	11.14901	9.90919	14.38162	11.61430	12.18526	69.81433	62.38342	65.32548	81.35217	72.30131
2018-05-05 19:03:00	359043379931766619	1.00000	11.77491	9.51721	14.46831	5.86461	8.43710	68.65274	65.72775	48.75330	56.16112	83.01106
2018-05-05 19:04:00	8630330696303481982	1.00000	11.82799	7.62437	11.53205	10.12018	10.49157	49.78186	50.51034	73.17532	25.34252	49.96827
2018-05-05 19:05:00	359043379931766486	1.00000	10.88193	16.80874	11.84498	15.49315	14.43186	64.88486	48.98359	64.81959	55.47778	61.08087
2018-05-05 19:06:00	8630330696303482212	1.00000	13.30626	8.37293	15.62811	10.26980	7.04352	61.52171	59.50199	39.05568	95.27815	18.31027
2018-05-05 19:07:00	8630330696303481933	1.00000	12.66288	14.98136	14.07003	12.32949	15.10617	73.27183	48.29484	38.18402	0.93802	65.48834
2018-05-05 19:08:00	8630330696303482147	0.00000	15.77452	8.90504	10.39608	7.54211	7.84835	57.35769	69.11710	29.42348	26.46954	3.87404
2018-05-05 19:09:00	3590433799317661685	1.00000	14.78959	12.70188	14.73155	10.65675	13.74683	51.51251	65.19622	54.15893	47.61432	44.94533
2018-05-05 19:10:00	8630330696303481669	1.00000	12.94775	11.16308	12.07419	12.65246	10.44512	51.07068	46.87229	55.04665	41.21430	95.50455
2018-05-05 19:11:00	3590433799317662378	1.00000	13.28052	12.63324	14.53954	12.82724	14.79288	59.36818	41.53520	68.86941	42.31965	60.29952
2018-05-05 19:12:00	8630330696303481958	1.00000	11.96737	11.70020	11.73929	14.78014	13.77404	59.30179	50.00683	61.47002	68.47014	84.46454
2018-05-05 19:13:00	8630330696303481362	1.00000	13.12427	9.30748	12.38144	9.64382	7.93984	50.08037	73.88729	37.15222	10.96591	45.76060
2018-05-05 19:14:00	8630330696303482329	0.00000	11.43470	9.34799	11.63047	11.97361	12.83691	64.75600	85.87619	50.79526	80.10211	43.31694
2018-05-05 19:15:00	359043379931766171	1.00000	11.10943	14.67303	8.91397	16.33744	13.68257	63.32690	38.87153	41.42575	24.66409	50.04011
2018-05-05 19:16:00	8630330696303481156	0.00000	11.23783	11.78310	6.57489	14.25384	11.42069	55.56916	43.41663	61.91489	33.55162	14.49193
2018-05-05 19:17:00	863033069630348982	0.00000	12.81918	2.95320	14.53817	13.81238	9.96064	66.85145	60.93591	59.32435	6.65790	35.59601
2018-05-05 19:18:00	359043379931766627	1.00000	11.93143	7.17715	13.32322	12.21553	13.26525	52.69612	63.30814	51.96139	25.64767	66.28384
2018-05-05 19:19:00	8630330696303481396	0.00000	11.18014	8.73968	11.91575	11.64948	14.77504	65.06110	40.08495	59.92931	79.25161	84.00320
2018-05-05 19:20:00	3590433799317661164	1.00000	11.92543	11.99065	10.23606	11.63100	14.47831	42.37292	43.10359	48.67038	94.29875	75.70635
2018-05-05 19:21:00	863033069630348289	0.00000	12.65207	6.47781	12.80275	13.29290	13.33586	47.25541	45.23014	32.13233	76.29061	88.91937
2018-05-05 19:22:00	359043379931766536	0.00000	13.61116	10.02766	14.12953	10.49041	13.87593	60.55619	44.53506	70.72449	73.23508	22.61866
2018-05-05 19:23:00	863033069630348867	1.00000	12.30065	14.52411	13.74377	12.08411	15.23904	66.27933	40.27597	54.91247	1.92862	63.45253
2018-05-05 19:24:00	8630330696303481339	1.00000	9.95682	12.21613	11.62897	11.31547	12.82231	58.44763	65.15488	77.02587	41.99038	4.20216
2018-05-05 19:25:00	3590433799317661503	1.00000	13.63824	10.63889	13.54669	7.73870	6.40949	51.96388	57.61286	62.85553	76.88955	58.26921
2018-05-05 19:26:00	359043379931766866	1.00000	12.01419	18.61284	11.17440	15.08771	14.89725	70.91740	78.10314	46.64647	65.34800	34.10320
2018-05-05 19:27:00	8630330696303481792	1.00000	14.23455	15.39606	13.37440	12.50671	13.02359	48.79022	67.16171	68.98464	82.00405	23.58792
2018-05-05 19:28:00	359043379931766759	0.00000	13.66991	7.03949	10.48389	14.87826	10.95931	58.49353	59.64697	47.02433	51.41487	19.70666
2018-05-05 19:29:00	3590433799317662337	1.00000	11.69776	10.13906	11.87475	10.76120	12.05684	56.39649	63.28662	60.35802	46.99037	24.91315
2018-05-05 19:30:00	359043379931766106	1.00000	15.24980	16.41348	13.71019	13.53046	14.27454	56.57121	56.94175	46.42370	51.49784	2.23205
