,latitude,longitude,code,mwra,p.android.packageinstaller,p.system,p.android.externalstorage,p.android.documentsui,p.android.gm,p.android.settings,p.android.chrome,p.olauncher,p.inputmethod.latin,p.android.gms,p.android.defcontainer,p.android.vending,p.dogalize,p.simulator,p.google,p.process.gapps,p.katana,p.gms.persistent,p.notifier,p.browser.provider,c.katana,c.dogalize,c.android.gm,c.android.chrome,c.android.youtube,c.UCMobile.intl,c.updateassist,c.UCMobile.x86,c.android.vending,c.raider,continent,day,hour,minute
5394,41.94175,123.50266,CN,1.0,11.4091,10.75534,8.41126,8.59928,16.55588,9.60072,10.70582,0.12498,52.66865,39.43466,12.31277,83.26266,81.06433,71.9831,23.55408,58.27089,94.69607,33.00387,15.63577,67.15259,13.37616,12.7457,12.93758,12.72578,11.66056,57.47688,35.9772,34.73103,94.71741,28.87462,1,9,3,54
2217,37.19723,122.05228,CN,1.0,10.24451,9.6905,13.37123,11.61016,7.9321,10.93714,13.97619,0.00957,59.39676,52.93217,5.68913,45.46933,34.5497,34.87122,37.44207,95.0718,35.95835,57.99883,35.09166,93.65502,10.79996,8.88311,8.672,9.8582,7.74119,63.25874,63.69546,60.44602,75.72057,24.4502,1,6,22,57
8959,18.51957,73.85535,IN,1.0,9.07078,12.7803,12.65614,10.02281,12.16864,11.78502,8.35167,0.18686,32.56808,35.97677,68.16932,35.3094,18.84318,84.3101,67.46379,33.25321,49.51188,52.03642,24.55614,95.68803,13.78003,9.01195,13.85431,7.02373,7.9179,59.98595,59.2555,46.5197,49.06634,48.50791,1,11,15,19
11659,10.66668,-61.51889,TT,0.0,9.02921,10.05857,14.71824,9.42113,11.82186,12.70367,13.31781,0.02534,39.81891,61.44508,26.72198,65.065,12.12833,52.82181,21.01983,2.81984,91.04065,61.76409,46.34256,94.29837,11.77668,11.25426,10.02163,14.84775,14.79482,48.48872,57.08127,70.75386,23.22304,72.88232,2,13,12,19
13093,3.51667,11.5,CM,1.0,6.57956,8.04192,9.73786,10.49845,15.48054,11.46248,11.62742,0.02235,53.67893,26.82744,48.39789,43.92058,41.21274,3.10601,5.53818,58.63227,58.93571,36.54228,59.91184,25.31063,11.6531,8.89777,12.99295,5.15826,9.61089,73.83869,55.67924,60.63538,95.92998,66.76122,4,14,12,13
1211,37.08819,-8.2503,PT,1.0,11.44931,9.63787,12.95193,11.90372,11.92069,7.78491,10.80216,1.06971,38.2289,42.65617,23.19667,61.13084,28.75007,3.69181,17.63667,76.09967,27.97284,41.74366,24.10431,31.4651,15.52518,6.19069,14.68525,9.93583,8.81646,67.95815,72.12755,48.52825,42.76854,64.71918,3,6,6,11
13572,7.50251,5.06258,NG,0.0,11.70582,8.33608,13.92302,11.10725,9.25929,10.77715,10.57483,0.08192,47.61969,56.33996,56.13793,14.69562,78.77917,37.63265,53.85246,51.0916,64.74786,66.33833,16.18755,46.33589,12.95587,12.33905,9.37538,14.6453,14.58801,62.34316,44.91677,27.11749,54.16787,66.38459,4,14,20,12
6244,18.57677,-72.22625,HT,0.0,10.65933,9.08025,11.56987,11.69329,16.72016,4.88305,11.42446,3.21249,62.17708,55.54665,42.87632,87.3976,88.00296,17.58646,87.19832,64.88679,17.30329,45.8777,88.44622,41.72019,16.6248,8.11096,14.38286,8.66073,10.5672,91.80064,54.78265,42.46875,47.80871,16.88248,2,9,18,4
6579,0.03813,36.36339,KE,1.0,13.46113,7.22211,10.66719,7.15778,10.94914,6.42003,10.50504,0.1048,68.56168,55.93809,90.82618,62.99138,38.17352,31.70143,66.00144,39.65248,80.01665,51.31856,84.03941,99.22,13.20239,12.98986,17.36014,9.91302,14.5972,58.7589,47.77445,54.82518,79.99247,63.42123,4,9,23,39
6644,12.35275,121.06761,PH,1.0,9.14753,11.4963,9.37436,9.69695,14.84876,11.65027,10.31426,0.15249,48.71246,26.94632,32.05406,81.62237,38.43005,91.72588,67.61298,16.26916,24.13851,8.85537,0.69526,99.35406,13.57543,13.53146,12.74178,7.41085,9.72662,54.50002,62.37132,70.0597,71.89055,32.23108,1,10,0,44
6556,3.8801,-77.03116,CO,1.0,14.51691,11.25747,8.26394,6.43197,11.15195,12.05241,10.84304,0.18278,57.95216,49.62618,0.2128,27.28612,43.77098,65.47205,54.73926,69.06517,93.88746,13.50936,22.09666,93.2505,13.75763,19.21658,10.9686,14.87859,12.74673,46.98771,49.3982,44.89841,26.34894,71.10169,2,9,23,16
6536,48.35693,10.98461,DE,0.0,4.56885,13.36622,14.64448,10.33694,12.22132,11.93342,12.65587,0.67031,57.0246,37.20687,79.87131,78.82643,36.39472,92.27701,65.80072,17.65834,80.5266,95.5893,38.98184,6.38639,15.05749,9.02162,12.98817,9.36626,13.91608,53.44108,57.46339,66.24052,56.18217,89.33721,3,9,22,56
16,-2.68333,33.0,TZ,1.0,9.85575,8.24192,7.82727,14.49217,14.18469,6.9172,12.63515,0.15728,31.83993,37.33731,19.61182,34.76734,24.73211,79.61361,82.92533,47.26075,91.90211,99.46698,48.74885,21.0809,13.60579,7.63047,14.51278,9.28309,9.14708,86.79969,55.71094,43.6985,60.99279,47.13494,4,5,10,16
9832,33.3213,130.94098,JP,1.0,13.49018,10.86936,9.79453,5.42491,13.31495,7.53636,8.47048,0.00857,57.36488,63.83951,40.22566,8.26811,42.70137,92.42762,77.41821,46.57301,51.0121,14.70513,90.57585,79.30855,10.67476,14.53574,12.70247,13.05275,13.87528,42.96978,64.94078,45.83984,23.28504,72.42158,1,12,5,52
1224,34.15429,3.50309,DZ,1.0,8.54608,11.81091,10.1722,13.4665,11.52174,4.89441,9.53655,0.28767,67.4541,49.09063,87.56097,91.43374,9.71367,1.86887,28.79904,15.33457,6.36367,86.40171,78.56941,36.9197,14.21162,9.07784,10.60741,8.68675,7.95305,73.38764,62.68171,57.21469,20.49402,30.75274,4,6,6,24
10891,40.70995,0.57856,ES,1.0,14.11273,7.98995,8.91467,10.85818,12.76586,9.54731,7.82979,0.17338,41.91549,50.84118,37.63132,67.00555,19.75549,40.11011,53.45141,34.36494,57.9608,20.3615,26.29722,45.07363,13.70466,14.32049,12.14581,12.71658,13.24353,63.84429,60.95946,48.56531,15.64935,25.43481,3,12,23,31
11699,-37.32167,-59.13316,AR,1.0,9.69931,11.05537,10.89612,11.8589,13.31247,7.6654,12.35109,0.00959,51.886,28.68453,33.11487,74.19576,60.51224,48.0006,2.90975,75.66721,8.00942,80.50456,48.13632,30.87453,10.80044,8.5764,12.69754,8.05029,7.96089,65.35131,56.54813,50.04988,22.49398,7.29214,2,13,12,59
8543,44.92801,4.8951,FR,0.0,8.25386,8.66309,12.56449,14.03975,9.06359,12.54179,7.54822,3.3907,37.64133,57.88925,2.4243,97.547,49.1745,13.29982,36.55122,69.61077,58.29038,83.44772,15.68513,2.4617,16.67878,14.25417,9.50578,10.62309,15.58189,81.81492,57.33505,42.47611,50.62603,63.83534,3,11,8,23
14190,50.75932,25.34244,UA,1.0,12.49982,11.45902,11.67777,11.74253,8.88776,8.8811,14.18573,0.01013,22.6697,61.65164,19.31821,3.78219,39.24653,53.91593,67.64266,37.56538,42.97958,35.83845,84.44671,81.69202,10.87385,9.97244,12.4891,12.20346,6.63991,64.07903,60.47731,54.19514,93.42889,87.60883,3,15,6,30
3321,-7.81667,112.01667,ID,1.0,10.86406,9.13737,9.02583,13.97791,8.22913,8.54041,11.31905,0.12346,68.9764,55.13506,62.88854,5.68921,71.60068,50.26017,38.05941,5.92824,98.99729,52.88861,97.35042,55.90758,13.36426,9.72834,9.98725,10.67151,9.40408,47.95005,63.30743,54.05435,26.65949,96.49446,1,7,17,21
7286,42.64031,125.51176,CN,1.0,12.79135,8.70112,10.68919,6.52727,10.88254,7.06237,8.93281,0.04371,68.41447,23.87799,80.96464,93.86644,86.6567,26.92177,79.55411,30.52114,65.11077,76.61589,16.768,56.6122,12.3234,12.48286,11.99911,12.62074,13.34688,71.81369,54.25267,61.63956,17.72972,16.79078,1,10,11,26
1027,30.81383,75.16878,IN,0.0,10.13772,13.06247,10.12324,6.58042,7.60285,11.30369,5.87203,1.6472,42.199,36.86585,96.9821,37.38078,13.43818,86.31821,90.11486,4.05969,42.87553,79.8882,24.14396,69.32158,15.95676,7.39752,13.54268,10.76087,10.122,62.77017,74.37666,74.24259,21.38132,73.60617,1,6,3,7
12721,50.75932,25.34244,UA,1.0,10.90747,8.66254,9.66194,11.34005,11.21995,8.4324,9.78735,0.08778,48.38223,68.0484,83.14823,38.91496,50.82174,88.69612,12.33441,23.93976,47.39297,90.44945,59.93402,18.57936,13.02432,9.73482,11.33846,8.1147,9.44047,63.40864,60.47678,42.44138,47.04947,64.20285,3,14,6,1
9272,30.46907,70.96699,PK,1.0,9.45317,8.1979,9.62777,8.20794,16.30103,14.35262,13.4274,0.00318,60.60467,56.4353,27.84896,40.47926,85.71294,11.09458,96.34868,21.43641,36.72556,68.85066,17.42298,14.66395,9.67563,7.56185,14.3125,6.81695,12.86202,72.23756,74.09889,30.21879,63.95639,57.17636,1,11,20,32
13946,50.80904,8.77069,DE,1.0,12.72626,6.82296,10.29148,7.14004,10.53818,6.55564,11.54063,0.04196,63.97584,53.14525,99.17076,35.56947,20.64957,85.10797,97.39551,84.76059,0.0336,22.21084,3.79369,3.85591,12.28671,12.78228,13.70466,13.98077,15.35581,54.16703,57.36967,66.22308,30.82552,53.21588,3,15,2,26
11697,51.39148,-0.29825,GB,1.0,7.39609,10.36711,8.98751,13.67239,14.50258,9.09065,11.27453,0.02073,60.00598,54.29016,36.24132,92.26198,6.63014,80.57701,45.50879,5.62133,35.01979,86.14628,4.19247,99.47065,11.57722,8.03723,12.7957,5.76935,10.05749,57.38266,61.13087,45.65046,28.86377,80.08082,3,13,12,57
5772,35.74788,-95.36969,US,1.0,8.92743,8.52024,10.20894,12.0917,11.21917,11.80794,14.08542,0.02974,12.69905,48.9215,96.96015,73.23491,58.66307,71.35696,31.0403,79.40042,25.04634,16.22656,22.42516,54.22658,11.93914,8.63263,10.95969,9.4631,9.86628,55.02308,50.81154,46.47709,56.98198,1.28207,2,9,10,12
5574,0.51667,101.44167,ID,0.0,14.76189,7.19688,9.81492,11.60253,12.73026,9.03347,8.30608,0.04628,45.25723,46.94286,69.32345,91.90117,80.16626,65.81441,77.58083,75.28564,68.87231,49.70256,12.1138,84.20335,12.38439,9.5706,12.34267,11.01717,13.9359,52.64269,51.65541,67.06544,69.44086,56.282,1,9,6,54
11572,22.75218,72.68533,IN,1.0,13.30784,9.68931,9.02837,10.4548,12.28874,10.35341,5.11317,0.0129,61.38243,44.10866,1.67959,4.24849,66.9743,77.78818,30.87534,64.74427,26.95881,87.62603,76.63001,80.96471,11.09603,13.70055,11.97707,15.24812,13.02146,59.79916,54.38037,55.51258,4.28135,39.6762,1,13,10,52
9888,4.73245,-74.26419,CO,0.0,6.33546,11.98205,11.67611,6.27185,7.54348,11.03167,7.58924,12.28456,54.17309,41.5621,73.10322,98.13778,39.69453,55.4142,52.96007,39.58685,37.57599,79.88589,18.8455,5.11672,17.96615,6.18023,14.71103,10.29035,8.57336,58.03738,44.93727,61.88695,66.86131,28.68698,2,12,6,48
11846,-30.60106,-71.19901,CL,0.0,9.55603,13.30382,12.44652,7.49374,9.34259,12.81398,7.11456,0.12893,65.49762,55.76903,71.90725,17.43039,36.60517,33.7105,92.66154,59.77203,89.84642,0.11418,12.76298,75.50889,13.40755,7.1744,9.25533,14.02902,9.32685,70.29821,77.63727,44.24535,94.27136,64.39247,2,13,15,26
13488,19.8173,-97.35992,MX,0.0,9.29597,11.12615,11.1381,12.0655,10.24509,11.1415,7.44991,0.06397,61.41307,46.46947,6.40811,75.1024,18.78367,68.40214,84.35496,95.87636,44.81353,29.85071,30.2595,59.77924,12.70758,13.10933,10.47493,15.18168,11.70355,43.02451,47.81343,58.07968,66.22313,73.99189,2,14,18,48
13648,39.00622,-77.4286,US,1.0,14.7002,8.62121,13.12124,10.78232,8.70767,9.31153,13.0553,0.08107,25.32177,75.68563,86.42058,52.66955,54.09703,80.63152,4.3818,56.24738,30.57552,64.22337,46.01805,70.97878,12.94294,6.47151,11.80994,12.10938,9.43254,58.1198,70.57921,55.54276,82.77196,73.22938,2,14,21,28
1448,49.5099,6.74549,DE,1.0,5.59147,5.17323,10.22075,10.44509,13.98867,14.59085,15.60451,0.01081,81.29403,50.69907,43.25141,43.40962,24.80671,10.0648,64.63002,13.50811,7.44131,61.89213,18.32909,50.83806,10.92078,5.83967,11.17095,7.43395,12.397,52.51715,48.14095,47.88263,19.19801,89.46594,3,6,10,8
12819,50.8,3.16667,BE,0.0,6.46726,12.28646,12.82607,12.501,9.29623,12.72656,9.34579,0.10789,46.53817,49.37199,45.77681,20.0925,50.18197,95.1614,23.86445,50.78098,38.4382,40.82592,55.90913,89.21353,13.23113,7.58424,10.80428,12.16314,10.64583,66.45154,57.24038,29.92949,65.46256,26.65649,3,14,7,39
11199,41.55815,-73.0515,US,1.0,10.51676,8.77771,9.97057,11.50107,10.68613,8.51636,13.78373,0.10051,38.97756,38.08287,49.23355,57.15929,11.62444,86.34975,62.09749,42.48231,77.92937,48.18956,87.35393,56.77982,13.16011,10.96413,11.17569,11.38113,9.43261,64.65268,53.50621,39.16057,17.39912,33.27565,2,13,4,39
1350,8.56697,123.33471,PH,1.0,14.41686,4.93825,8.62514,11.38023,12.42359,9.08276,11.31669,0.02467,70.62135,58.0882,77.65932,51.41457,30.14643,73.77918,3.03232,42.82297,36.09893,77.79756,81.66201,99.75801,11.75857,9.76498,12.65128,12.2194,15.12023,49.01074,71.19135,50.34861,96.39739,63.05818,1,6,8,30
5963,34.9,137.5,JP,1.0,11.49771,10.66525,11.19619,10.62893,11.97968,7.67226,12.38717,0.32605,43.60253,59.97594,52.60844,38.89987,53.68361,72.20346,36.90512,65.9757,51.88455,40.59849,4.46838,65.08163,14.33709,11.39883,12.88614,11.3861,7.02179,79.16858,52.18989,61.09901,87.72725,16.99822,1,9,13,23
11372,41.09822,120.74792,CN,1.0,12.39974,10.96393,9.86387,8.44056,12.88555,7.89707,7.44664,0.33933,48.37395,61.19997,15.41789,77.76172,46.02167,63.88753,3.96086,1.75216,33.64165,34.26991,7.87852,22.00165,14.37675,13.31752,13.6182,11.53878,11.2901,64.3323,45.24909,40.01686,49.00694,13.22744,1,13,7,32
3305,24.41288,76.56719,IN,1.0,8.43276,12.52678,9.60704,13.49837,14.19486,4.98266,7.24295,0.53814,38.42166,41.77325,51.6692,69.00861,97.78231,1.53808,25.10224,87.59761,2.2342,9.61798,99.7914,30.01318,14.83794,9.87346,14.36063,6.44441,6.3204,58.23651,44.94817,50.108,16.93375,5.75279,1,7,17,5
6666,43.54072,-116.56346,US,1.0,12.37176,10.35917,9.59641,4.08611,13.00187,6.65349,11.09567,0.04318,52.16433,44.76168,9.26215,59.4199,81.74311,3.80556,40.45545,46.26037,7.80524,17.36842,34.54038,55.32135,12.31374,13.44591,14.28683,13.57807,13.63725,67.74713,47.07462,44.3386,4.59441,21.13159,2,10,1,6
10689,49.952431,15.268654,CZ,1.0,8.65225,9.64276,10.41251,14.08618,11.94926,6.16949,11.66311,0.05143,49.06765,51.05027,34.46782,17.65322,64.17885,87.88666,51.66693,78.54573,18.72604,78.74139,67.17657,37.32008,12.48934,9.76878,10.23368,7.32993,6.17407,52.41036,38.73006,45.82689,44.4813,82.12883,3,12,20,9
6101,30.81383,75.16878,IN,0.0,8.80653,12.7196,11.68763,7.36715,7.44551,11.92505,7.84103,0.06866,49.98724,39.39938,79.543,56.87185,87.68299,8.17218,70.109,11.19811,83.32993,88.61929,94.4088,62.40424,12.77772,7.91109,13.24453,12.53747,11.26433,42.53936,49.72998,36.30484,58.24406,52.3358,1,9,15,41
8568,52.21099,7.02238,DE,1.0,10.63148,9.61707,10.40047,5.91589,9.74608,7.24667,9.27168,0.16241,45.57501,56.39613,57.85922,42.57502,69.6431,84.80217,20.62393,85.06524,19.26441,20.23215,30.69336,41.2591,13.63876,10.17198,13.15377,12.49188,10.60537,61.44966,28.93782,46.20099,32.91483,81.16411,3,11,8,48
68,18.57677,-72.22625,HT,1.0,8.50916,8.88138,11.42517,11.12926,11.1401,9.87672,13.14564,0.0789,55.73108,39.50804,46.08006,98.64103,7.07512,63.09289,23.89196,82.46789,67.56084,76.05955,23.78589,2.78535,12.91699,8.85874,9.75285,9.59803,9.67045,38.33587,36.33031,46.40119,51.27372,0.60491,2,5,11,8
1631,6.95194,121.96361,PH,1.0,6.70608,8.37658,3.28297,14.83714,16.33636,8.64264,15.04107,0.00171,47.0735,45.71437,16.14244,5.55378,99.20035,16.65239,60.7614,38.18437,83.92448,25.57808,24.82871,13.2826,9.00528,11.05686,12.41433,7.11839,10.36257,68.66889,44.91104,46.09395,57.34019,49.47838,1,6,13,11
3349,35.74788,-95.36969,US,0.0,10.74829,8.77922,12.05723,12.43146,6.99935,11.46264,5.25569,0.37333,37.42612,59.75663,91.07512,2.22459,59.24915,53.55209,23.91444,14.12947,86.29837,57.6135,29.58928,35.40074,14.47235,12.91319,8.48136,12.53652,12.57209,56.08459,65.31226,48.67629,32.15781,19.43103,2,7,17,49
2358,14.8361,120.97844,PH,0.0,12.05089,8.0022,13.24624,12.17921,7.38271,13.18742,8.20268,0.00621,47.49724,45.70936,56.13403,98.69322,5.63813,23.70477,34.01273,32.79572,25.60719,60.51159,44.37874,62.80713,10.33579,13.27447,10.44567,12.9045,13.08233,69.31643,36.65658,41.98953,57.62063,14.51759,1,7,1,18
10707,34.4833,136.84186,JP,1.0,7.27267,10.26862,9.12046,12.96919,14.30347,5.40343,10.31044,2.34327,54.91948,43.30859,58.77627,63.78233,7.69071,3.47593,96.74502,71.66103,91.52629,74.00583,42.02497,59.64392,16.30929,11.04542,11.24171,8.8346,9.17867,55.32006,75.93856,46.10676,87.42049,72.07219,1,12,20,27
5200,40.37528,28.88222,TR,1.0,8.61395,9.72203,11.33719,12.93147,11.74538,6.85867,12.55164,3.65909,36.73619,31.91186,42.291,10.82123,80.3207,6.88153,54.47961,95.32714,71.6516,99.0248,49.7467,43.02164,16.75498,6.78343,11.59019,12.55083,11.16793,57.49458,58.06141,62.4531,52.7843,56.86693,3,9,0,40
14877,4.96667,10.7,CM,0.0,8.78581,15.58184,15.61979,1.80165,7.74455,12.80469,8.86744,0.36595,66.05393,61.64729,27.10403,70.16113,17.47041,6.51009,30.78919,38.42896,44.38189,84.98966,84.91869,3.518,14.45261,7.31318,13.76131,13.52893,12.77441,69.01855,49.80879,45.90467,82.85177,15.55141,4,15,17,57
10809,-4.5833,15.16554,CD,1.0,10.60028,10.81712,10.19279,4.85509,9.86208,6.4744,9.82067,0.01039,49.96154,21.64533,22.41932,57.53929,18.81333,41.89009,74.63235,22.58967,21.20064,8.49746,59.87605,53.95736,10.88399,11.9081,12.92792,12.22483,11.74229,59.63893,40.60686,48.97491,9.34336,31.58976,4,12,22,9
9130,-20.25333,-43.80139,BR,0.0,12.36949,6.72946,12.70835,14.62829,4.24432,11.11982,5.23426,0.04825,62.38951,37.11981,51.11342,1.07596,67.75991,7.38101,10.32733,72.79008,46.68853,74.37008,66.70747,88.28754,12.42454,14.2375,8.38188,9.83198,12.05712,55.66715,58.46781,50.58245,66.65145,10.31765,2,11,18,10
398,13.51825,99.95469,TH,1.0,14.36944,8.81853,8.8824,4.38885,10.5535,7.16263,12.17489,0.01603,55.29832,59.23071,12.20405,84.65853,91.6203,17.36548,21.93045,57.06147,0.25152,40.026,86.22912,59.941,11.31438,15.16046,12.06428,13.2206,14.64239,45.98383,76.37235,27.2675,54.53971,46.36482,1,5,16,38
6755,45.53069,9.40531,IT,1.0,11.8049,6.54947,10.85604,12.86825,12.44805,6.94782,5.35238,0.01276,51.61418,49.14367,47.03432,49.31962,66.90694,80.74493,15.04138,27.06244,55.84395,76.09707,65.90744,26.88333,11.082,8.14363,15.21065,9.30235,12.71055,59.11482,52.0391,46.27806,38.41749,84.26303,3,10,2,35
8320,-32.05251,115.88782,AU,0.0,9.40529,10.89923,12.33699,13.86096,10.52631,13.37167,8.89856,0.56357,55.31543,72.41054,10.65773,5.11117,49.46373,32.74771,15.75437,4.165,76.53374,41.51163,63.33812,50.03633,14.88383,12.12181,10.07559,12.91208,13.30768,66.17488,67.97892,19.49755,40.94856,66.16151,5,11,4,40
13864,50.80904,8.77069,DE,0.0,9.3521,14.25091,13.68635,5.52899,8.20042,13.59194,9.85681,0.04642,72.03096,32.68505,86.71767,0.30663,32.88646,4.84859,89.76512,84.66121,1.01897,48.72297,50.33984,90.11383,12.38477,9.03287,15.92507,12.98716,15.85285,81.05865,56.60252,57.31978,81.62736,52.14617,3,15,1,4
4732,16.455,120.5875,PH,1.0,10.72209,14.01399,9.30941,6.27103,15.27033,8.17149,6.67891,0.0212,56.169,51.75239,59.05687,59.96916,6.58985,52.37378,31.29462,41.34227,2.17931,99.53727,67.86708,91.8494,11.60316,13.08577,10.87184,14.90339,10.97671,56.27724,53.49223,44.06972,46.83116,7.23654,1,8,16,52
8746,1.6561,103.6032,MY,0.0,10.09991,13.49381,15.66233,10.2168,11.13507,13.13378,9.83211,0.67379,66.43935,68.31223,48.79801,86.80358,73.08526,8.54826,74.14194,59.44934,55.80992,18.26249,81.14642,82.90057,15.06281,10.58958,11.73453,12.62805,12.00119,60.36029,62.85189,57.38962,96.6507,6.79756,1,11,11,46
4930,44.59445,11.04979,IT,1.0,5.83398,8.47279,11.90287,11.68625,10.65361,10.61753,15.54695,0.01737,44.00267,61.92202,7.7404,13.41606,97.25182,65.71251,72.40075,66.45845,26.61671,61.92514,2.36311,21.35878,11.40745,9.9654,7.81789,9.18899,6.31271,65.54622,58.50491,32.53609,76.18762,81.63598,3,8,20,10
2750,41.92361,20.91361,MK,1.0,11.35686,7.03453,8.37328,10.26786,9.72061,7.30332,9.01278,0.01703,38.34365,39.37167,84.57826,18.14449,47.11142,93.70385,99.50993,94.80226,54.14807,23.73222,14.6577,44.81702,11.37627,10.05366,14.23301,12.7024,12.89985,43.44821,61.50316,69.66944,20.37116,1.88665,3,7,7,50
6093,-7.0981,109.3243,ID,0.0,10.66229,13.15831,13.18883,10.07111,9.6115,11.50042,8.60354,0.66597,50.82604,46.04681,11.30383,82.34789,58.56716,35.98277,7.57649,96.44162,22.12966,31.03435,81.17364,35.41212,15.05124,10.31837,11.62589,11.34445,11.68168,52.04133,43.08754,53.15022,3.56321,59.95218,1,9,15,33
1879,36.06386,4.62744,DZ,1.0,10.40816,7.72667,8.72659,9.84288,15.32469,8.72068,12.98538,0.05233,28.65985,44.55683,88.94595,55.79605,56.73082,15.65132,34.408,30.35718,18.81138,61.36092,55.13586,32.57283,12.50227,6.07742,12.45457,11.92816,11.51565,45.62561,65.54457,51.42453,25.45937,83.18484,4,6,17,19
3478,39.22493,42.85693,TR,0.0,6.04277,12.1603,13.70974,11.93518,11.69606,11.77171,12.18331,0.15396,56.29769,55.5698,15.97879,0.78871,64.14793,31.06529,67.16313,89.16799,79.59534,28.21519,41.49991,56.14871,13.58654,10.68654,13.07952,10.00608,13.89452,76.183,44.64863,39.32084,41.38265,83.38731,3,7,19,58
642,41.94175,123.50266,CN,1.0,11.90989,6.47687,9.15261,11.68435,12.3245,11.47632,13.04104,0.03624,47.2103,62.84301,44.30497,61.00949,6.15039,8.73841,45.75488,26.06233,53.00217,62.0459,61.38866,55.02127,12.13594,10.24276,13.21122,8.55448,6.45676,71.85106,47.31854,40.65776,22.98212,60.3541,1,5,20,42
13048,24.41288,76.56719,IN,1.0,6.9948,9.16661,11.49518,13.81132,9.19398,15.50526,9.74112,0.02993,46.78005,41.67823,45.21915,83.99841,41.78368,55.54879,79.08381,39.16329,40.59343,36.18778,9.15862,52.11875,11.94959,12.28255,8.48195,11.71479,10.82181,64.51788,65.55522,39.49627,30.84528,8.31963,1,14,11,28
4324,36.72544,3.55665,DZ,1.0,8.18121,9.22036,11.49901,9.53279,9.37638,12.72519,16.04114,0.00535,63.48523,62.34574,97.17825,49.58642,43.74246,3.51839,13.86685,30.62004,61.14344,60.81657,59.98016,10.11674,10.20779,8.79428,11.25902,12.24295,9.23828,74.93699,35.39596,67.59344,91.51162,45.97915,4,8,10,4
14470,-7.0981,109.3243,ID,0.0,14.81267,9.01836,8.9293,8.26114,14.04891,9.32969,10.90681,0.03384,31.80498,50.8341,55.05438,43.00603,78.08609,61.65323,47.23173,39.82776,35.0561,64.25848,94.70832,82.94419,12.06369,12.8639,12.7489,13.18003,14.80245,52.49551,57.47282,25.65881,21.43875,15.85502,1,15,11,10
722,37.30553,120.82747,CN,1.0,8.85353,9.09803,7.16504,15.09726,15.59831,4.50844,13.92949,0.02579,35.55748,50.86007,33.43496,78.93466,14.56276,67.32403,54.78773,85.82553,41.2328,61.40086,70.9072,24.37564,11.78951,9.43385,13.73904,8.33175,8.03549,46.39981,74.49831,56.16863,64.3727,19.60154,1,5,22,2
13076,39.22493,42.85693,TR,0.0,9.96788,11.99183,11.3741,11.31483,8.73416,12.78331,9.61776,0.00933,63.45951,58.71476,62.04073,30.83507,65.41583,38.30822,30.96062,35.10178,64.83437,45.78399,4.96643,14.51745,10.75649,10.22681,14.68418,12.2864,14.81611,29.96574,56.58613,72.8337,99.5062,88.35263,3,14,11,56
10463,7.65649,4.92235,NG,1.0,12.25797,8.7078,8.76312,7.73895,12.26367,9.67186,13.2842,0.08818,58.81232,55.88085,87.17995,79.16603,64.68539,36.73487,90.84737,53.44587,35.23887,62.91498,63.63689,89.58236,13.02806,10.68389,12.49359,11.501,12.54445,63.89019,45.30441,66.44629,58.60513,42.38095,4,12,16,23
91,-10.91722,-37.65,BR,1.0,6.48179,10.92286,8.31638,13.10113,13.28509,10.17632,12.15963,0.07817,45.72736,44.4068,55.05585,16.6519,13.29892,37.17333,24.79479,59.1352,93.17539,76.80501,56.96463,0.32091,12.90684,11.2268,12.00034,8.20563,9.35494,47.48072,66.50817,56.54157,6.25903,56.5681,2,5,11,31
10538,40.82232,-74.15987,US,0.0,8.46568,12.52695,13.10159,7.43841,9.27615,13.44395,8.73434,1.02172,39.5819,49.93632,1.53354,45.98997,90.72911,12.80357,77.83226,6.00929,5.31802,41.25541,8.14114,59.86235,15.4792,7.0059,14.25129,12.25652,12.01183,53.71991,51.74734,35.69196,94.00189,56.28121,2,12,17,38
14546,-17.83333,48.41667,MG,1.0,11.89176,9.39116,7.47712,10.24012,16.87546,9.3137,9.8581,0.0153,41.93308,51.10976,40.3779,38.91663,55.61592,84.48342,70.44927,48.75249,91.25061,86.21186,7.27113,41.87124,11.26863,11.08621,12.89086,13.64554,12.66323,46.31222,36.49054,45.48576,27.64119,34.13754,6,15,12,26
14080,13.8196,100.04427,TH,0.0,7.80442,13.58293,13.72173,8.23466,10.59615,13.8502,10.18001,0.02881,22.94813,47.38756,79.41563,98.35932,70.19227,92.59606,13.61348,54.59064,7.68876,72.47471,49.74881,79.9938,11.90692,8.66052,12.65737,12.13656,14.92617,61.06847,50.98125,41.82429,4.02339,79.84184,1,15,4,40
3059,39.96097,-75.60804,US,0.0,8.22024,11.33985,13.42944,7.61505,7.64553,13.85157,10.35144,0.07497,32.56318,39.99679,6.71629,9.63279,39.24461,22.05039,24.01183,70.33605,36.41528,78.11453,80.26709,20.78622,12.86462,7.43109,16.98472,13.32526,14.73239,85.69768,36.80444,57.03056,71.20648,31.62244,2,7,12,59
1140,50.75932,25.34244,UA,1.0,11.00989,11.36151,9.93465,4.10601,9.52867,6.48849,6.94978,0.00226,47.87798,71.29005,72.81971,64.73786,91.91346,34.91294,17.82966,48.90893,0.95408,61.2082,54.13799,54.10702,9.32537,12.52161,13.11704,15.23272,13.02214,39.26915,48.33101,64.79389,79.9254,58.01575,3,6,5,0
